ID_PENDAFTARAN,EMAIL,NO_TES,VACANCY_ID_PLAN,MATCH_SCORE_PLAN,MATCH_CATEGORY_PLAN,CONTRACT_STATUS,CONTRACT_DATE,CONTRACT_REJECTION_REASON,ACTUAL_VACANCY_ID,ACTUAL_POSITION_NAME,ACTUAL_UNIT_NAME,ACTUAL_LOCATION,IS_SYNTHETIC
REG-2026-00178,vegaadrian541@yahoo.com,TES-AKD-2026-00159,VAC-003,67.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00179,gadangmahe920@yahoo.com,TES-AKD-2026-00160,VAC-012,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00180,gatotanggr857@outlook.com,TES-AKD-2026-00161,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00181,belindasud166@outlook.com,TES-AKD-2026-00162,VAC-011,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00182,uchitautam709@gmail.com,TES-AKD-2026-00163,VAC-001,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00183,ridwanwahy967@yahoo.com,TES-AKD-2026-00164,VAC-025,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00184,samsultamp583@gmail.com,TES-AKD-2026-00165,VAC-008,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00185,parmanutam433@outlook.com,,VAC-006,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00186,prabawamar405@outlook.com,TES-AKD-2026-00166,VAC-029,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00187,rahmirahma100@yahoo.com,TES-AKD-2026-00167,VAC-019,96.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00188,martanisae356@yahoo.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00189,putriyunia913@yahoo.com,TES-AKD-2026-00168,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00190,amaliaarya969@pln.co.id,TES-AKD-2026-00169,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00191,nadiamayas580@outlook.com,TES-AKD-2026-00170,VAC-004,63.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00192,prayogopra878@yahoo.com,TES-AKD-2026-00171,VAC-008,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00193,sabrinapra749@gmail.com,TES-AKD-2026-00172,VAC-047,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00194,aswanisapt877@gmail.com,TES-AKD-2026-00173,VAC-041,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00195,veroprabow954@yahoo.com,TES-AKD-2026-00174,VAC-011,95.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00196,ichaharyan633@gmail.com,TES-AKD-2026-00175,VAC-033,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00197,bellapudji504@gmail.com,TES-AKD-2026-00176,VAC-001,63.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00198,daryanidon782@outlook.com,TES-AKD-2026-00177,VAC-023,99.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00199,wasissapto815@outlook.com,TES-AKD-2026-00178,VAC-029,62.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00200,emplukiswa26@pln.co.id,TES-AKD-2026-00179,VAC-034,89.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00201,hestiusama629@pln.co.id,TES-AKD-2026-00180,VAC-003,66.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00202,faizahmand407@yahoo.com,TES-AKD-2026-00181,VAC-003,99.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00203,teguhprata857@pln.co.id,TES-AKD-2026-00182,VAC-004,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00204,titiyoland191@gmail.com,TES-AKD-2026-00183,VAC-003,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00205,kaniyulian862@yahoo.com,TES-AKD-2026-00184,VAC-002,95.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00206,karimahhar460@pln.co.id,,VAC-002,71.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00207,unjaninasy32@pln.co.id,TES-AKD-2026-00185,VAC-029,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00208,gentapuspi384@yahoo.com,TES-AKD-2026-00186,VAC-009,63.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00209,windarahma727@gmail.com,TES-AKD-2026-00187,VAC-048,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00210,dindafarid284@outlook.com,TES-AKD-2026-00188,VAC-008,65.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00211,ginapermat429@pln.co.id,TES-AKD-2026-00189,VAC-037,100.0,STRONG_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00212,dadimaulan388@gmail.com,TES-AKD-2026-00190,VAC-012,65.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00213,harjaardia939@outlook.com,TES-AKD-2026-00191,VAC-002,68.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00214,lalapermat945@pln.co.id,TES-AKD-2026-00192,VAC-004,70.0,MODERATE_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00215,ananovitas624@gmail.com,TES-AKD-2026-00193,VAC-013,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00216,opheliahar305@pln.co.id,TES-AKD-2026-00194,VAC-019,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00217,ajionojanu571@gmail.com,,VAC-002,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00218,olivayulia450@yahoo.com,TES-AKD-2026-00195,VAC-013,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00219,najamardia367@outlook.com,TES-AKD-2026-00196,VAC-019,95.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00220,kartikaary578@yahoo.com,TES-AKD-2026-00197,VAC-003,66.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00221,limanuwais126@pln.co.id,TES-AKD-2026-00198,VAC-003,61.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00222,simonutama149@yahoo.com,TES-AKD-2026-00199,VAC-002,96.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00223,galionoira329@pln.co.id,TES-AKD-2026-00200,VAC-028,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00224,mustikalat736@yahoo.com,TES-AKD-2026-00201,VAC-005,98.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00225,bakdanashi934@yahoo.com,TES-AKD-2026-00202,VAC-003,69.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00226,gatotnugro828@pln.co.id,TES-AKD-2026-00203,VAC-006,66.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00227,humairanov320@pln.co.id,TES-AKD-2026-00204,VAC-001,66.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00228,galangguna334@pln.co.id,TES-AKD-2026-00205,VAC-006,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00229,ajengwastu290@gmail.com,TES-AKD-2026-00206,VAC-001,67.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00230,sitihastut548@yahoo.com,TES-AKD-2026-00207,VAC-004,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00231,ikhsanraja407@yahoo.com,TES-AKD-2026-00208,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00232,danudongor368@outlook.com,TES-AKD-2026-00209,VAC-016,100.0,STRONG_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-00233,salwahariy35@yahoo.com,TES-AKD-2026-00210,VAC-003,66.8,MODERATE_MATCH,SIGNED,2026-05-08,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-00234,elvinapurw379@outlook.com,TES-AKD-2026-00211,VAC-020,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00235,dartonouwa327@pln.co.id,,VAC-003,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00236,betaniaast392@gmail.com,TES-AKD-2026-00212,VAC-001,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00237,anggabayah605@gmail.com,TES-AKD-2026-00213,VAC-001,98.5,STRONG_MATCH,SIGNED,2026-05-28,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-00238,tirtayasak126@yahoo.com,,VAC-001,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00239,septisuart903@gmail.com,TES-AKD-2026-00214,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00240,rahmiyolan493@yahoo.com,TES-AKD-2026-00215,VAC-040,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00241,kaninasyid524@pln.co.id,TES-AKD-2026-00216,VAC-017,65.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00242,jasmanihab83@gmail.com,TES-AKD-2026-00217,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00243,najwayulia567@pln.co.id,TES-AKD-2026-00218,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00244,rinihastut225@gmail.com,TES-AKD-2026-00219,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00245,caturlazua971@yahoo.com,TES-AKD-2026-00220,VAC-035,91.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00246,febimaryat418@gmail.com,TES-AKD-2026-00221,VAC-008,60.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00247,ifanasyiah239@outlook.com,TES-AKD-2026-00222,VAC-025,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00248,vegapradan94@yahoo.com,,VAC-035,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00249,balanggabu947@outlook.com,TES-AKD-2026-00223,VAC-001,70.0,MODERATE_MATCH,SIGNED,2026-06-02,,VAC-005,Analis Supply Chain,PLN UIW Maluku,Ambon,1
REG-2026-00250,raisanovit634@outlook.com,TES-AKD-2026-00224,VAC-002,67.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00251,gardaprada958@yahoo.com,TES-AKD-2026-00225,VAC-004,63.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00252,ramawinarn561@gmail.com,TES-AKD-2026-00226,VAC-001,70.0,MODERATE_MATCH,SIGNED,2026-04-27,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-00253,jessicanur967@gmail.com,TES-AKD-2026-00227,VAC-002,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00254,balasirega632@pln.co.id,TES-AKD-2026-00228,VAC-008,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00255,aisyahnura94@gmail.com,TES-AKD-2026-00229,VAC-007,69.1,MODERATE_MATCH,SIGNED,2026-05-29,,VAC-009,Data Analyst,PLN UIP Sulawesi,Makassar,1
REG-2026-00256,damarlatup193@gmail.com,TES-AKD-2026-00230,VAC-004,63.9,LOW_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00257,ganepdaman938@gmail.com,TES-AKD-2026-00231,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00258,herupraset298@pln.co.id,TES-AKD-2026-00232,VAC-016,68.9,MODERATE_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-00259,ulikusmawa315@gmail.com,TES-AKD-2026-00233,VAC-039,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00260,titinharta438@gmail.com,TES-AKD-2026-00234,VAC-008,64.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00261,cemaninapi737@gmail.com,TES-AKD-2026-00235,VAC-047,92.9,STRONG_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00262,wirahutaga117@outlook.com,TES-AKD-2026-00236,VAC-002,92.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00263,raditsireg761@gmail.com,TES-AKD-2026-00237,VAC-001,100.0,STRONG_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00264,latikasury424@outlook.com,TES-AKD-2026-00238,VAC-007,65.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00265,jayadisapu468@outlook.com,TES-AKD-2026-00239,VAC-023,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00266,rikalailas795@yahoo.com,TES-AKD-2026-00240,VAC-003,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00267,umayardian530@gmail.com,TES-AKD-2026-00241,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00268,solehhalim260@yahoo.com,,VAC-003,39.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00269,titinprati256@outlook.com,TES-AKD-2026-00242,VAC-004,68.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00270,salimahlak380@gmail.com,TES-AKD-2026-00243,VAC-053,100.0,STRONG_MATCH,SIGNED,2026-05-11,,VAC-050,Analis Legal,PLN UID Jawa Barat,Bandung,1
REG-2026-00271,julirahima31@outlook.com,TES-AKD-2026-00244,VAC-004,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00272,halimakusm620@gmail.com,TES-AKD-2026-00245,VAC-001,65.4,MODERATE_MATCH,SIGNED,2026-05-27,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-00273,uliastuti910@outlook.com,TES-AKD-2026-00246,VAC-010,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00274,olivianura932@gmail.com,TES-AKD-2026-00247,VAC-029,67.7,MODERATE_MATCH,SIGNED,2026-06-01,,VAC-029,Data Analyst,PLN UID Jawa Timur,Surabaya,1
REG-2026-00275,oliviapusp189@yahoo.com,TES-AKD-2026-00248,VAC-001,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00276,opheliayul679@pln.co.id,,VAC-032,41.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00277,luhungwido182@gmail.com,TES-AKD-2026-00249,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00278,malawinars270@outlook.com,,VAC-009,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00279,ekasuwarno31@pln.co.id,,VAC-005,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00280,rinisuryat901@outlook.com,TES-AKD-2026-00250,VAC-005,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00281,lilipuspas16@outlook.com,TES-AKD-2026-00251,VAC-025,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00282,aurorawahy703@yahoo.com,TES-AKD-2026-00252,VAC-005,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00283,bellalesta37@gmail.com,,VAC-009,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00284,bahuwiryap921@pln.co.id,TES-AKD-2026-00253,VAC-002,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00285,gamantohid137@yahoo.com,TES-AKD-2026-00254,VAC-007,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00286,ananuraini578@gmail.com,TES-AKD-2026-00255,VAC-002,70.0,MODERATE_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-00287,rizkihalim499@outlook.com,TES-AKD-2026-00256,VAC-004,96.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00288,lasmantowi436@pln.co.id,TES-AKD-2026-00257,VAC-018,70.0,MODERATE_MATCH,SIGNED,2026-06-13,,VAC-018,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-00289,wawanmansu753@gmail.com,TES-AKD-2026-00258,VAC-002,64.1,LOW_MATCH,SIGNED,2026-05-14,,VAC-006,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-00290,queenhasan479@outlook.com,TES-AKD-2026-00259,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00291,warsamansu671@gmail.com,TES-AKD-2026-00260,VAC-002,96.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00292,dodomustof250@yahoo.com,TES-AKD-2026-00261,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00293,ratnaperma474@outlook.com,TES-AKD-2026-00262,VAC-010,95.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00294,kamilawahy959@outlook.com,TES-AKD-2026-00263,VAC-009,59.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00295,deviusada407@pln.co.id,TES-AKD-2026-00264,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00296,harsantowa436@outlook.com,TES-AKD-2026-00265,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00297,ciciyuniar838@outlook.com,TES-AKD-2026-00266,VAC-006,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00298,galihsihom865@outlook.com,TES-AKD-2026-00267,VAC-006,65.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00299,nurulhalim813@gmail.com,TES-AKD-2026-00268,VAC-005,100.0,STRONG_MATCH,SIGNED,2026-04-23,,VAC-004,Data Analyst,PLN UIW Nusa Tenggara,Kupang,1
REG-2026-00300,darijanpra858@outlook.com,TES-AKD-2026-00269,VAC-029,69.5,MODERATE_MATCH,SIGNED,2026-04-20,,VAC-029,Data Analyst,PLN UID Jawa Timur,Surabaya,1
REG-2026-00301,legawasiho695@yahoo.com,,VAC-002,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00302,tirtasihom505@outlook.com,TES-AKD-2026-00270,VAC-004,94.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00303,martakaman492@outlook.com,TES-AKD-2026-00271,VAC-032,92.0,STRONG_MATCH,SIGNED,2026-04-12,,VAC-034,Data Analyst,PLN UID Jawa Timur,Surabaya,1
REG-2026-00304,queenprast559@yahoo.com,TES-AKD-2026-00272,VAC-001,95.5,STRONG_MATCH,SIGNED,2026-05-23,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-00305,prakosaraj871@gmail.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00306,nilamsudia695@outlook.com,TES-AKD-2026-00273,VAC-047,68.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00307,mitragunaw246@yahoo.com,TES-AKD-2026-00274,VAC-007,70.0,MODERATE_MATCH,SIGNED,2026-04-26,,VAC-007,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-00308,maryantowa655@gmail.com,TES-AKD-2026-00275,VAC-003,66.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00309,usyipudjia70@outlook.com,TES-AKD-2026-00276,VAC-003,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00310,yogaanggri485@outlook.com,TES-AKD-2026-00277,VAC-004,64.6,LOW_MATCH,SIGNED,2026-04-07,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-00311,bahuraksad497@yahoo.com,TES-AKD-2026-00278,VAC-002,97.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00312,ratihsafit737@yahoo.com,TES-AKD-2026-00279,VAC-008,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00313,sarahwijay318@gmail.com,TES-AKD-2026-00280,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00314,auroranovi317@yahoo.com,TES-AKD-2026-00281,VAC-006,65.5,MODERATE_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-00315,fitrianima660@outlook.com,,VAC-005,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00316,nardinapit391@outlook.com,TES-AKD-2026-00282,VAC-010,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00317,cengkirput740@pln.co.id,TES-AKD-2026-00283,VAC-013,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00318,ayufujiati570@yahoo.com,TES-AKD-2026-00284,VAC-002,62.2,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00319,hardisuryo767@pln.co.id,TES-AKD-2026-00285,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00320,ajengmayas931@gmail.com,TES-AKD-2026-00286,VAC-012,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00321,cawukpange168@yahoo.com,TES-AKD-2026-00287,VAC-053,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00322,dariatihid403@yahoo.com,,VAC-006,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00323,ulyakuswan170@outlook.com,TES-AKD-2026-00288,VAC-015,96.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00324,carlarahay500@outlook.com,TES-AKD-2026-00289,VAC-046,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00325,jessicahas907@pln.co.id,TES-AKD-2026-00290,VAC-029,96.7,STRONG_MATCH,SIGNED,2026-04-21,,VAC-030,Analis Supply Chain,PLN UIP Sulawesi,Makassar,1
REG-2026-00326,raisaagust375@yahoo.com,TES-AKD-2026-00291,VAC-001,64.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00327,dananghabi425@pln.co.id,,VAC-010,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00328,hardanapra582@outlook.com,TES-AKD-2026-00292,VAC-027,66.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00329,mustikasur751@yahoo.com,TES-AKD-2026-00293,VAC-047,63.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00330,panjiwahyu752@outlook.com,TES-AKD-2026-00294,VAC-001,65.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00331,damuwinarn727@yahoo.com,TES-AKD-2026-00295,VAC-029,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00332,cahyantopr748@outlook.com,TES-AKD-2026-00296,VAC-003,70.0,MODERATE_MATCH,SIGNED,2026-06-20,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-00333,perkasaper90@yahoo.com,TES-AKD-2026-00297,VAC-018,100.0,STRONG_MATCH,SIGNED,2026-05-15,,VAC-018,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-00334,prayogatha692@yahoo.com,TES-AKD-2026-00298,VAC-003,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00335,gandiprano890@gmail.com,TES-AKD-2026-00299,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00336,septifarid564@gmail.com,TES-AKD-2026-00300,VAC-001,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00337,candrakant726@gmail.com,,VAC-041,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00338,tantrifari21@gmail.com,TES-AKD-2026-00301,VAC-039,68.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00339,zalindranu486@outlook.com,TES-AKD-2026-00302,VAC-017,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00340,nilamsafit671@outlook.com,TES-AKD-2026-00303,VAC-001,70.0,MODERATE_MATCH,SIGNED,2026-05-16,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-00341,lanjarsapu652@pln.co.id,TES-AKD-2026-00304,VAC-045,49.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00342,bakionomah76@pln.co.id,,VAC-005,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00343,hamzahwalu465@outlook.com,,VAC-018,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00344,amilailasa514@pln.co.id,TES-AKD-2026-00305,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00345,hastafirga339@yahoo.com,TES-AKD-2026-00306,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00346,simonsireg953@yahoo.com,TES-AKD-2026-00307,VAC-023,74.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00347,viviandria453@yahoo.com,TES-AKD-2026-00308,VAC-005,98.9,STRONG_MATCH,SIGNED,2026-05-24,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-00348,harjasireg946@gmail.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00349,lanangmanu368@outlook.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00350,mahfudwahy941@outlook.com,TES-AKD-2026-00309,VAC-002,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00351,adikafirma361@yahoo.com,TES-AKD-2026-00310,VAC-003,63.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00352,shakilafuj580@outlook.com,TES-AKD-2026-00311,VAC-024,57.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00353,halimawahy646@yahoo.com,TES-AKD-2026-00312,VAC-009,95.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00354,jamaliapud208@pln.co.id,TES-AKD-2026-00313,VAC-002,99.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00355,teddywidod24@outlook.com,TES-AKD-2026-00314,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-00356,novahanday174@pln.co.id,TES-AKD-2026-00315,VAC-040,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
