NO TES,EMAIL,NAMA,PRODI,Kesimpulan,Hasil
TES-AKD-2026-00249,luhungwido182@gmail.com,Luhung Widodo,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00250,rinisuryat901@outlook.com,Rini Suryatmi,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00252,aurorawahy703@yahoo.com,Aurora Wahyuni,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00255,ananuraini578@gmail.com,Ana Nuraini,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00256,rizkihalim499@outlook.com,Rizki Halim,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00257,lasmantowi436@pln.co.id,Lasmanto Wibowo,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00258,wawanmansu753@gmail.com,Wawan Mansur,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00259,queenhasan479@outlook.com,Queen Hasanah,KOMUNIKASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00260,warsamansu671@gmail.com,Warsa Mansur,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00261,dodomustof250@yahoo.com,Dodo Mustofa,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00262,ratnaperma474@outlook.com,Ratna Permata,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00263,kamilawahy959@outlook.com,Kamila Wahyuni,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00267,galihsihom865@outlook.com,Galih Sihombing,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00268,nurulhalim813@gmail.com,Nurul Halimah,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00269,darijanpra858@outlook.com,Darijan Pradipta,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00271,martakaman492@outlook.com,Martaka Mandala,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00272,queenprast559@yahoo.com,Queen Prastuti,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00274,mitragunaw246@yahoo.com,Mitra Gunawan,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00275,maryantowa655@gmail.com,Maryanto Wahyudin,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00277,yogaanggri485@outlook.com,Yoga Anggriawan,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00279,ratihsafit737@yahoo.com,Ratih Safitri,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00280,sarahwijay318@gmail.com,Sarah Wijayanti,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00281,auroranovi317@yahoo.com,Aurora Novitasari,ADMINISTRASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00283,cengkirput740@pln.co.id,Cengkir Putra,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00284,ayufujiati570@yahoo.com,Ayu Fujiati,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00285,hardisuryo767@pln.co.id,Hardi Suryono,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00286,ajengmayas931@gmail.com,Ajeng Mayasari,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00287,cawukpange168@yahoo.com,Cawuk Pangestu,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00289,carlarahay500@outlook.com,Carla Rahayu,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00290,jessicahas907@pln.co.id,Jessica Hassanah,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00291,raisaagust375@yahoo.com,Raisa Agustina,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00292,hardanapra582@outlook.com,Hardana Pratama,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00293,mustikasur751@yahoo.com,Mustika Suryono,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00294,panjiwahyu752@outlook.com,Panji Wahyudin,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00296,cahyantopr748@outlook.com,Cahyanto Prasetyo,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00297,perkasaper90@yahoo.com,Perkasa Permadi,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00299,gandiprano890@gmail.com,Gandi Pranowo,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00300,septifarid564@gmail.com,Septi Farida,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00301,tantrifari21@gmail.com,Tantri Farida,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00303,nilamsafit671@outlook.com,Nilam Safitri,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00305,amilailasa514@pln.co.id,Ami Lailasari,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00306,hastafirga339@yahoo.com,Hasta Firgantoro,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00307,simonsireg953@yahoo.com,Simon Siregar,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00308,viviandria453@yahoo.com,Vivi Andriani,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00309,mahfudwahy941@outlook.com,Mahfud Wahyudin,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00310,adikafirma361@yahoo.com,Adika Firmansyah,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00311,shakilafuj580@outlook.com,Shakila Fujiati,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00313,jamaliapud208@pln.co.id,Jamalia Pudjiastuti,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00315,novahanday174@pln.co.id,Nova Handayani,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00317,evamelani60@outlook.com,Eva Melani,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00318,sarahpuspi616@outlook.com,Sarah Puspita,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00319,sucinurdiy952@outlook.com,Suci Nurdiyanti,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00320,umioktavia165@pln.co.id,Umi Oktaviani,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00321,kenesperma98@pln.co.id,Kenes Permadi,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00322,gantarraja410@outlook.com,Gantar Rajata,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00323,sabrinawul994@outlook.com,Sabrina Wulandari,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00325,sidiqthamr958@outlook.com,Sidiq Thamrin,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00326,panjimarbu191@yahoo.com,Panji Marbun,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00327,lailaanggr588@outlook.com,Laila Anggraini,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00328,galangsuwa178@outlook.com,Galang Suwarno,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00329,balanggawa643@pln.co.id,Balangga Waskita,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00330,rahayuuyai387@yahoo.com,Rahayu Uyainah,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00331,gildasafit950@outlook.com,Gilda Safitri,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00332,lukitasuwa757@pln.co.id,Lukita Suwarno,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00333,halimthamr112@yahoo.com,Halim Thamrin,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00334,rainaoktav373@outlook.com,Raina Oktaviani,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00336,daniswaran513@outlook.com,Daniswara Nainggolan,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00338,zaenabmard14@outlook.com,Zaenab Mardhiyah,PSIKOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00339,nilammardh546@pln.co.id,Nilam Mardhiyah,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00341,balamantri783@yahoo.com,Balamantri Damanik,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00342,jamilprano824@outlook.com,Jamil Pranowo,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00343,bagusbudim701@yahoo.com,Bagus Budiman,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00344,irmahanday986@yahoo.com,Irma Handayani,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00345,putiastuti476@outlook.com,Puti Astuti,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00346,rinasafitr554@gmail.com,Rina Safitri,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00348,taniamulya364@yahoo.com,Tania Mulyani,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00349,herunatsir32@gmail.com,Heru Natsir,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00350,asmunitham982@pln.co.id,Asmuni Thamrin,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00351,febihalima686@yahoo.com,Febi Halimah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00352,novapurwan898@gmail.com,Nova Purwanti,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00356,maimunahla899@gmail.com,Maimunah Laksmiwati,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00357,mujurgunaw576@pln.co.id,Mujur Gunawan,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00358,eliharyant139@outlook.com,Eli Haryanti,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00359,narjinashi713@pln.co.id,Narji Nashiruddin,KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00360,ikhsanprak332@pln.co.id,Ikhsan Prakasa,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00361,irsadsitor94@outlook.com,Irsad Sitorus,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00362,zalindrana980@pln.co.id,Zalindra Namaga,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00363,lalazulaik307@outlook.com,Lala Zulaika,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00364,ellispadma697@outlook.com,Ellis Padmasari,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00365,wirahutape653@outlook.com,Wira Hutapea,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00367,gangsasala851@gmail.com,Gangsa Salahudin,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00369,cinthiapra433@pln.co.id,Cinthia Prastuti,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00371,vimanutama307@outlook.com,Viman Utama,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00373,zeldahalim801@gmail.com,Zelda Halimah,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00374,tinaprastu563@gmail.com,Tina Prastuti,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00375,pariswulan630@gmail.com,Paris Wulandari,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00376,paulinnurd978@yahoo.com,Paulin Nurdiyanti,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00378,sabrinanas471@outlook.com,Sabrina Nasyiah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00379,kuntharabu625@gmail.com,Kunthara Budiman,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00380,bancarjanu23@outlook.com,Bancar Januar,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00381,viktornapi403@outlook.com,Viktor Napitupulu,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00384,kamilazula310@pln.co.id,Kamila Zulaika,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00386,cecepanggr727@pln.co.id,Cecep Anggriawan,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00387,yunitanurd715@outlook.com,Yunita Nurdiyanti,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00388,opheliasua315@yahoo.com,Ophelia Suartini,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00391,dodomangun67@pln.co.id,Dodo Mangunsong,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00395,oskarnugro81@outlook.com,Oskar Nugroho,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00398,juliaharya10@yahoo.com,Julia Haryanti,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00400,baktionobu448@yahoo.com,Baktiono Budiyanto,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00401,rafisetiaw496@outlook.com,Rafi Setiawan,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00402,pranawasap824@pln.co.id,Pranawa Saputra,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00403,karimahhas116@yahoo.com,Karimah Hastuti,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00404,iansetiawa605@yahoo.com,Ian Setiawan,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00405,hendritham940@pln.co.id,Hendri Thamrin,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00407,mulyantofi701@gmail.com,Mulyanto Firmansyah,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00408,tirtayasam814@yahoo.com,Tirtayasa Mahendra,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00412,lanangmang580@gmail.com,Lanang Mangunsong,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00413,rikaastuti729@gmail.com,Rika Astuti,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00415,padmifujia234@yahoo.com,Padmi Fujiati,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00416,rainaprast636@pln.co.id,Raina Prastuti,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00417,ismailhali173@pln.co.id,Ismail Halim,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00420,elisanurai928@outlook.com,Elisa Nuraini,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00421,endahperti370@gmail.com,Endah Pertiwi,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00423,putriperma836@pln.co.id,Putri Permata,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00425,jessicaang605@yahoo.com,Jessica Anggraini,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00426,azaleapadm229@yahoo.com,Azalea Padmasari,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00427,ulyawahyun882@pln.co.id,Ulya Wahyuni,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00430,humairapud27@pln.co.id,Humaira Pudjiastuti,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00431,qoriwijaya63@gmail.com,Qori Wijayanti,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00433,novafujiat154@pln.co.id,Nova Fujiati,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00434,bakidingun375@yahoo.com,Bakidin Gunarto,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00435,darijanpra53@yahoo.com,Darijan Prasasta,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00438,karnarajat684@yahoo.com,Karna Rajata,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00441,tiaralaksi138@pln.co.id,Tiara Laksita,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00442,dianawinar254@outlook.com,Diana Winarsih,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00445,taliaandri344@outlook.com,Talia Andriani,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00447,harjasawas951@yahoo.com,Harjasa Wasita,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00449,asmiantowi237@pln.co.id,Asmianto Wijaya,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00450,mayarahmaw470@gmail.com,Maya Rahmawati,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00451,vegamahend589@pln.co.id,Vega Mahendra,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00452,salsabilah306@pln.co.id,Salsabila Hartati,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00453,ianmeganta338@gmail.com,Ian Megantara,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00455,hamimaprat402@pln.co.id,Hamima Pratiwi,KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00456,gilanghary933@yahoo.com,Gilang Haryanto,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00457,intansuart703@outlook.com,Intan Suartini,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00458,hairyantor355@yahoo.com,Hairyanto Rajasa,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00459,manahramad397@yahoo.com,Manah Ramadan,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00461,imamputra414@outlook.com,Imam Putra,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00464,aisyahsafi325@yahoo.com,Aisyah Safitri,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00465,gildayolan968@outlook.com,Gilda Yolanda,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00466,jaimanmaul446@outlook.com,Jaiman Maulana,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00467,najiblatup870@pln.co.id,Najib Latupono,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00468,udasihombi205@outlook.com,Uda Sihombing,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00475,cengkalman517@gmail.com,Cengkal Mandala,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00476,rainahastu401@outlook.com,Raina Hastuti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00477,rahmanprak538@gmail.com,Rahman Prakasa,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00478,ilsamaryat406@pln.co.id,Ilsa Maryati,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00479,diahfarida833@pln.co.id,Diah Farida,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00480,febimandas469@yahoo.com,Febi Mandasari,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00481,betaniamel514@pln.co.id,Betania Melani,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00482,febimardhi731@yahoo.com,Febi Mardhiyah,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00483,widyaaryan293@yahoo.com,Widya Aryani,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00484,dadapmegan549@outlook.com,Dadap Megantara,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00485,zalindraha763@yahoo.com,Zalindra Hartati,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00486,azaleaperm253@gmail.com,Azalea Permata,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00487,malikariya881@yahoo.com,Malika Riyanti,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00488,rahmanfirm745@pln.co.id,Rahman Firmansyah,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00489,hastaramad20@outlook.com,Hasta Ramadan,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00490,almiramaya553@yahoo.com,Almira Mayasari,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00491,viviyuliar93@outlook.com,Vivi Yuliarti,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00492,rinamardhi768@outlook.com,Rina Mardhiyah,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00494,prabowotha468@outlook.com,Prabowo Thamrin,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00495,alikasurya827@yahoo.com,Alika Suryatmi,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00496,kenziewibo491@gmail.com,Kenzie Wibowo,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00497,jamaliawas865@yahoo.com,Jamalia Wastuti,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00498,emassirega545@gmail.com,Emas Siregar,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00499,gaimantari593@yahoo.com,Gaiman Tarihoran,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00500,solehsimbo14@gmail.com,Soleh Simbolon,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00501,lembahmanu225@gmail.com,Lembah Manullang,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00502,kenariwask804@gmail.com,Kenari Waskita,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00503,sucihalima228@yahoo.com,Suci Halimah,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00504,hartakaard413@yahoo.com,Hartaka Ardianto,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00505,artamegant720@yahoo.com,Arta Megantara,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00507,kamarianam853@gmail.com,Kamaria Namaga,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-00508,opansitumo275@gmail.com,Opan Situmorang,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-00512,jailhutaga414@gmail.com,Jail Hutagalung,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
