NO TES,EMAIL,NAMA,PRODI,KATEGORI,ABSTRACT_REASONING,VERBAL_REASONING,NUMERICAL_REASONING,TOTAL
TES-AKD-2026-00228,balasirega632@pln.co.id,Bala Siregar,MANAJEMEN PROYEK,II,6,7,7,20
TES-AKD-2026-00229,aisyahnura94@gmail.com,Aisyah Nuraini,DATA SCIENCE,I,6,4,9,19
TES-AKD-2026-00230,damarlatup193@gmail.com,Damar Latupono,ENERGI BARU TERBARUKAN,I,4,9,8,21
TES-AKD-2026-00231,ganepdaman938@gmail.com,Ganep Damanik,MANAJEMEN PROYEK,I,4,10,7,21
TES-AKD-2026-00232,herupraset298@pln.co.id,Heru Prasetyo,TEKNIK BIOENERGI,I,8,5,4,17
TES-AKD-2026-00233,ulikusmawa315@gmail.com,Uli Kusmawati,MANAJEMEN PEMASARAN,I,7,8,6,21
TES-AKD-2026-00234,titinharta438@gmail.com,Titin Hartati,SUPPLY CHAIN MANAGEMENT,I,5,5,4,14
TES-AKD-2026-00235,cemaninapi737@gmail.com,Cemani Napitupulu,ELEKTRONIKA DAN INSTRUMENTASI,I,5,5,6,16
TES-AKD-2026-00236,wirahutaga117@outlook.com,Wira Hutagalung,ENERGI BARU TERBARUKAN,III,6,5,7,18
TES-AKD-2026-00237,raditsireg761@gmail.com,Radit Siregar,TEKNIK LISTRIK,I,9,5,7,21
TES-AKD-2026-00238,latikasury424@outlook.com,Latika Suryatmi,AKUNTANSI,II,3,8,6,17
TES-AKD-2026-00239,jayadisapu468@outlook.com,Jayadi Saputra,TEKNIK MESIN,I,7,5,7,19
TES-AKD-2026-00240,rikalailas795@yahoo.com,Rika Lailasari,TEKNIK SIPIL,I,9,7,7,23
TES-AKD-2026-00241,umayardian530@gmail.com,Umay Ardianto,MANAJEMEN KEUANGAN,I,8,10,7,25
TES-AKD-2026-00242,titinprati256@outlook.com,Titin Pratiwi,MANAJEMEN KEUANGAN,I,5,9,7,21
TES-AKD-2026-00243,salimahlak380@gmail.com,Salimah Laksita,TEKNIK MESIN,I,8,7,7,22
TES-AKD-2026-00244,julirahima31@outlook.com,Juli Rahimah,SAFETY ENGINEERING,I,7,7,8,22
TES-AKD-2026-00245,halimakusm620@gmail.com,Halima Kusmawati,PSIKOLOGI,I,7,5,5,17
TES-AKD-2026-00246,uliastuti910@outlook.com,Uli Astuti,SUPPLY CHAIN MANAGEMENT,II,5,6,9,20
TES-AKD-2026-00247,olivianura932@gmail.com,Olivia Nuraini,TEKNIK KIMIA,I,10,6,6,22
TES-AKD-2026-00248,oliviapusp189@yahoo.com,Olivia Puspasari,TEKNIK LISTRIK,I,8,7,9,24
TES-AKD-2026-00249,luhungwido182@gmail.com,Luhung Widodo,MANAJEMEN PEMASARAN,I,9,8,6,23
TES-AKD-2026-00250,rinisuryat901@outlook.com,Rini Suryatmi,HUKUM,I,5,7,5,17
TES-AKD-2026-00251,lilipuspas16@outlook.com,Lili Puspasari,MANAJEMEN PEMASARAN,II,9,7,8,24
TES-AKD-2026-00252,aurorawahy703@yahoo.com,Aurora Wahyuni,TEKNIK PERTAMBANGAN,I,7,5,9,21
TES-AKD-2026-00253,bahuwiryap921@pln.co.id,Bahuwirya Prayoga,TEKNIK SIPIL,III,8,4,9,21
TES-AKD-2026-00254,gamantohid137@yahoo.com,Gamanto Hidayat,PUBLIC POLICY,II,4,6,5,15
TES-AKD-2026-00255,ananuraini578@gmail.com,Ana Nuraini,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,8,8,23
TES-AKD-2026-00256,rizkihalim499@outlook.com,Rizki Halim,TEKNIK INFORMATIKA,I,7,6,6,19
TES-AKD-2026-00257,lasmantowi436@pln.co.id,Lasmanto Wibowo,MATEMATIKA,I,7,8,9,24
TES-AKD-2026-00258,wawanmansu753@gmail.com,Wawan Mansur,MANAJEMEN PROYEK,I,6,5,4,15
TES-AKD-2026-00259,queenhasan479@outlook.com,Queen Hasanah,KOMUNIKASI,I,7,7,6,20
TES-AKD-2026-00260,warsamansu671@gmail.com,Warsa Mansur,TEKNIK KIMIA,I,6,7,8,21
TES-AKD-2026-00261,dodomustof250@yahoo.com,Dodo Mustofa,TEKNIK SIPIL,I,7,6,7,20
TES-AKD-2026-00262,ratnaperma474@outlook.com,Ratna Permata,SUPPLY CHAIN MANAGEMENT,I,7,5,6,18
TES-AKD-2026-00263,kamilawahy959@outlook.com,Kamila Wahyuni,AKUNTANSI,I,4,6,6,16
TES-AKD-2026-00264,deviusada407@pln.co.id,Devi Usada,ADMINISTRASI BISNIS,II,4,10,9,23
TES-AKD-2026-00265,harsantowa436@outlook.com,Harsanto Wasita,PSIKOLOGI,II,7,9,6,22
TES-AKD-2026-00266,ciciyuniar838@outlook.com,Cici Yuniar,TEKNIK PERTAMBANGAN,II,8,5,10,23
TES-AKD-2026-00267,galihsihom865@outlook.com,Galih Sihombing,MANAJEMEN BISNIS,I,4,8,5,17
TES-AKD-2026-00268,nurulhalim813@gmail.com,Nurul Halimah,MANAJEMEN,I,8,7,7,22
TES-AKD-2026-00269,darijanpra858@outlook.com,Darijan Pradipta,TEKNIK KIMIA,I,10,3,7,20
TES-AKD-2026-00270,tirtasihom505@outlook.com,Tirta Sihombing,DATA SCIENCE,II,10,7,8,25
TES-AKD-2026-00271,martakaman492@outlook.com,Martaka Mandala,TEKNIK BIOENERGI,I,7,6,9,22
TES-AKD-2026-00272,queenprast559@yahoo.com,Queen Prastuti,TEKNIK LISTRIK,I,8,9,9,26
TES-AKD-2026-00273,nilamsudia695@outlook.com,Nilam Sudiati,KOMUNIKASI,III,7,8,8,23
TES-AKD-2026-00274,mitragunaw246@yahoo.com,Mitra Gunawan,MANAJEMEN PROYEK,I,9,7,8,24
TES-AKD-2026-00275,maryantowa655@gmail.com,Maryanto Wahyudin,ENERGI BARU TERBARUKAN,I,5,5,9,19
TES-AKD-2026-00276,usyipudjia70@outlook.com,Usyi Pudjiastuti,TEKNIK ELEKTRO,II,6,6,8,20
TES-AKD-2026-00277,yogaanggri485@outlook.com,Yoga Anggriawan,AKUNTANSI,I,6,5,6,17
TES-AKD-2026-00278,bahuraksad497@yahoo.com,Bahuraksa Dongoran,KONVERSI ENERGI,II,6,7,6,19
TES-AKD-2026-00279,ratihsafit737@yahoo.com,Ratih Safitri,HUKUM,I,7,5,5,17
TES-AKD-2026-00280,sarahwijay318@gmail.com,Sarah Wijayanti,MANAJEMEN PEMASARAN,I,8,7,5,20
TES-AKD-2026-00281,auroranovi317@yahoo.com,Aurora Novitasari,ADMINISTRASI,I,5,7,6,18
TES-AKD-2026-00282,nardinapit391@outlook.com,Nardi Napitupulu,ADMINISTRASI BISNIS,II,4,7,7,18
TES-AKD-2026-00283,cengkirput740@pln.co.id,Cengkir Putra,TEKNIK INFORMATIKA,I,8,7,9,24
TES-AKD-2026-00284,ayufujiati570@yahoo.com,Ayu Fujiati,ADMINISTRASI,I,6,6,7,19
TES-AKD-2026-00285,hardisuryo767@pln.co.id,Hardi Suryono,MANAJEMEN,I,6,7,7,20
TES-AKD-2026-00286,ajengmayas931@gmail.com,Ajeng Mayasari,ADMINISTRASI BISNIS,I,6,7,5,18
TES-AKD-2026-00287,cawukpange168@yahoo.com,Cawuk Pangestu,TEKNIK LISTRIK,I,8,7,9,24
TES-AKD-2026-00288,ulyakuswan170@outlook.com,Ulya Kuswandari,MANAJEMEN BISNIS,III,4,6,6,16
TES-AKD-2026-00289,carlarahay500@outlook.com,Carla Rahayu,SAFETY ENGINEERING,I,5,6,7,18
TES-AKD-2026-00290,jessicahas907@pln.co.id,Jessica Hassanah,BIG DATA DAN BUSINESS INTELLIGENCE,I,9,5,8,22
TES-AKD-2026-00291,raisaagust375@yahoo.com,Raisa Agustina,TEKNIK GEODESI,I,9,6,9,24
TES-AKD-2026-00292,hardanapra582@outlook.com,Hardana Pratama,MANAJEMEN RISIKO,I,7,8,7,22
TES-AKD-2026-00293,mustikasur751@yahoo.com,Mustika Suryono,DATA SCIENCE,I,5,5,5,15
TES-AKD-2026-00294,panjiwahyu752@outlook.com,Panji Wahyudin,KONVERSI ENERGI,I,8,6,4,18
TES-AKD-2026-00295,damuwinarn727@yahoo.com,Damu Winarno,DATA SCIENCE,II,9,6,7,22
TES-AKD-2026-00296,cahyantopr748@outlook.com,Cahyanto Prasetyo,TEKNIK GEODESI,I,5,6,9,20
TES-AKD-2026-00297,perkasaper90@yahoo.com,Perkasa Permadi,TEKNIK MESIN,I,9,4,9,22
TES-AKD-2026-00298,prayogatha692@yahoo.com,Prayoga Thamrin,KONVERSI ENERGI,II,5,6,4,15
TES-AKD-2026-00299,gandiprano890@gmail.com,Gandi Pranowo,PROGRAM STUDI LAINNYA TEKNIK,I,7,6,6,19
TES-AKD-2026-00300,septifarid564@gmail.com,Septi Farida,TEKNIK INDUSTRI,I,4,6,9,19
TES-AKD-2026-00301,tantrifari21@gmail.com,Tantri Farida,MANAJEMEN RISIKO,I,6,6,6,18
TES-AKD-2026-00302,zalindranu486@outlook.com,Zalindra Nurdiyanti,MATEMATIKA,III,6,7,7,20
TES-AKD-2026-00303,nilamsafit671@outlook.com,Nilam Safitri,TEKNIK PERTAMBANGAN,I,6,8,7,21
TES-AKD-2026-00305,amilailasa514@pln.co.id,Ami Lailasari,TEKNIK MATERIAL,I,8,5,6,19
TES-AKD-2026-00306,hastafirga339@yahoo.com,Hasta Firgantoro,TEKNIK LINGKUNGAN,I,10,7,9,26
TES-AKD-2026-00307,simonsireg953@yahoo.com,Simon Siregar,TEKNIK MESIN,I,10,5,8,23
TES-AKD-2026-00308,viviandria453@yahoo.com,Vivi Andriani,SUPPLY CHAIN MANAGEMENT,I,6,4,7,17
TES-AKD-2026-00309,mahfudwahy941@outlook.com,Mahfud Wahyudin,MANAJEMEN PROYEK,I,6,9,4,19
TES-AKD-2026-00310,adikafirma361@yahoo.com,Adika Firmansyah,MANAJEMEN PEMASARAN,I,4,6,6,16
TES-AKD-2026-00311,shakilafuj580@outlook.com,Shakila Fujiati,PSIKOLOGI,I,5,5,6,16
TES-AKD-2026-00312,halimawahy646@yahoo.com,Halima Wahyuni,DATA SCIENCE,III,7,7,8,22
TES-AKD-2026-00313,jamaliapud208@pln.co.id,Jamalia Pudjiastuti,ENERGI BARU TERBARUKAN,I,5,8,7,20
TES-AKD-2026-00314,teddywidod24@outlook.com,Teddy Widodo,MANAJEMEN PEMASARAN,II,6,7,9,22
TES-AKD-2026-00315,novahanday174@pln.co.id,Nova Handayani,TEKNIK ELEKTRO,I,7,7,6,20
TES-AKD-2026-00316,lurhurhuta516@yahoo.com,Lurhur Hutasoit,SUPPLY CHAIN MANAGEMENT,III,5,6,7,18
TES-AKD-2026-00317,evamelani60@outlook.com,Eva Melani,TEKNIK KIMIA,I,6,7,6,19
TES-AKD-2026-00318,sarahpuspi616@outlook.com,Sarah Puspita,MANAJEMEN BISNIS,I,6,6,8,20
TES-AKD-2026-00319,sucinurdiy952@outlook.com,Suci Nurdiyanti,ENERGI BARU TERBARUKAN,I,8,8,6,22
TES-AKD-2026-00320,umioktavia165@pln.co.id,Umi Oktaviani,TEKNIK MESIN,I,5,4,10,19
TES-AKD-2026-00321,kenesperma98@pln.co.id,Kenes Permadi,MANAJEMEN RISIKO,I,6,6,5,17
TES-AKD-2026-00322,gantarraja410@outlook.com,Gantar Rajata,SUPPLY CHAIN MANAGEMENT,I,3,8,5,16
TES-AKD-2026-00323,sabrinawul994@outlook.com,Sabrina Wulandari,MANAJEMEN INVESTASI BANK,I,5,5,5,15
TES-AKD-2026-00324,restupadma890@yahoo.com,Restu Padmasari,TEKNIK SIPIL,II,8,6,6,20
TES-AKD-2026-00325,sidiqthamr958@outlook.com,Sidiq Thamrin,MANAJEMEN INVESTASI BANK,I,7,8,8,23
TES-AKD-2026-00326,panjimarbu191@yahoo.com,Panji Marbun,MANAJEMEN RISIKO,I,5,7,7,19
TES-AKD-2026-00327,lailaanggr588@outlook.com,Laila Anggraini,TEKNIK LISTRIK,I,7,5,5,17
TES-AKD-2026-00328,galangsuwa178@outlook.com,Galang Suwarno,KESELAMATAN DAN KESEHATAN KERJA,I,8,8,4,20
TES-AKD-2026-00329,balanggawa643@pln.co.id,Balangga Waskita,TEKNIK SIPIL,I,10,7,6,23
TES-AKD-2026-00330,rahayuuyai387@yahoo.com,Rahayu Uyainah,TEKNIK INDUSTRI,I,7,5,7,19
TES-AKD-2026-00331,gildasafit950@outlook.com,Gilda Safitri,HUKUM,I,7,8,5,20
TES-AKD-2026-00332,lukitasuwa757@pln.co.id,Lukita Suwarno,ADMINISTRASI BISNIS,I,5,8,9,22
TES-AKD-2026-00333,halimthamr112@yahoo.com,Halim Thamrin,ELEKTRONIKA DAN INSTRUMENTASI,I,7,3,4,14
TES-AKD-2026-00334,rainaoktav373@outlook.com,Raina Oktaviani,PROGRAM STUDI LAINNYA NON TEKNIK,I,6,7,9,22
TES-AKD-2026-00335,lanjarnajm908@yahoo.com,Lanjar Najmudin,MANAJEMEN KEUANGAN,II,6,9,4,19
TES-AKD-2026-00336,daniswaran513@outlook.com,Daniswara Nainggolan,TEKNIK ELEKTRO,I,5,4,5,14
TES-AKD-2026-00337,pangestupe440@pln.co.id,Pangestu Permadi,ADMINISTRASI BISNIS,II,7,9,3,19
TES-AKD-2026-00338,zaenabmard14@outlook.com,Zaenab Mardhiyah,PSIKOLOGI,I,7,4,7,18
TES-AKD-2026-00339,nilammardh546@pln.co.id,Nilam Mardhiyah,MANAJEMEN,I,5,7,5,17
TES-AKD-2026-00340,taufikmaul878@gmail.com,Taufik Maulana,MANAJEMEN ASET,II,5,7,6,18
TES-AKD-2026-00341,balamantri783@yahoo.com,Balamantri Damanik,TEKNIK MESIN,I,9,7,8,24
TES-AKD-2026-00342,jamilprano824@outlook.com,Jamil Pranowo,PUBLIC POLICY,I,7,5,8,20
TES-AKD-2026-00343,bagusbudim701@yahoo.com,Bagus Budiman,DATA SCIENCE,I,6,3,8,17
TES-AKD-2026-00344,irmahanday986@yahoo.com,Irma Handayani,TEKNIK KIMIA,I,9,4,9,22
TES-AKD-2026-00345,putiastuti476@outlook.com,Puti Astuti,TEKNIK BIOENERGI,I,10,5,5,20
TES-AKD-2026-00346,rinasafitr554@gmail.com,Rina Safitri,ADMINISTRASI BISNIS,I,4,5,7,16
TES-AKD-2026-00347,ekasudiati556@pln.co.id,Eka Sudiati,TEKNIK MESIN,II,8,5,9,22
TES-AKD-2026-00348,taniamulya364@yahoo.com,Tania Mulyani,PUBLIC POLICY,I,5,6,8,19
TES-AKD-2026-00349,herunatsir32@gmail.com,Heru Natsir,KESELAMATAN DAN KESEHATAN KERJA,I,8,6,6,20
TES-AKD-2026-00350,asmunitham982@pln.co.id,Asmuni Thamrin,HUKUM,I,5,6,6,17
TES-AKD-2026-00351,febihalima686@yahoo.com,Febi Halimah,MANAJEMEN KEUANGAN,I,7,7,5,19
TES-AKD-2026-00352,novapurwan898@gmail.com,Nova Purwanti,TEKNIK BIOENERGI,I,7,6,7,20
TES-AKD-2026-00353,dewipuspit286@outlook.com,Dewi Puspita,ENERGI BARU TERBARUKAN,III,6,6,6,18
TES-AKD-2026-00354,puspaaryan148@pln.co.id,Puspa Aryani,TEKNIK ELEKTRO,II,7,8,9,24
TES-AKD-2026-00355,tasnimnapi74@yahoo.com,Tasnim Napitupulu,ELEKTRONIKA DAN INSTRUMENTASI,II,6,5,3,14
TES-AKD-2026-00356,maimunahla899@gmail.com,Maimunah Laksmiwati,DATA SCIENCE,I,5,6,7,18
TES-AKD-2026-00357,mujurgunaw576@pln.co.id,Mujur Gunawan,PUBLIC POLICY,I,8,8,7,23
TES-AKD-2026-00358,eliharyant139@outlook.com,Eli Haryanti,DIGITAL MARKETING DAN ANALYTICS,I,7,6,6,19
TES-AKD-2026-00359,narjinashi713@pln.co.id,Narji Nashiruddin,KEUANGAN,I,8,4,7,19
TES-AKD-2026-00360,ikhsanprak332@pln.co.id,Ikhsan Prakasa,KONVERSI ENERGI,I,5,5,5,15
TES-AKD-2026-00361,irsadsitor94@outlook.com,Irsad Sitorus,TEKNIK KIMIA,I,6,9,6,21
TES-AKD-2026-00362,zalindrana980@pln.co.id,Zalindra Namaga,MANAJEMEN PEMASARAN,I,6,8,9,23
TES-AKD-2026-00363,lalazulaik307@outlook.com,Lala Zulaika,ADMINISTRASI BISNIS,I,8,5,4,17
TES-AKD-2026-00364,ellispadma697@outlook.com,Ellis Padmasari,SUPPLY CHAIN MANAGEMENT,I,9,6,5,20
TES-AKD-2026-00365,wirahutape653@outlook.com,Wira Hutapea,MANAJEMEN,I,9,6,6,21
TES-AKD-2026-00366,lidyahasan937@gmail.com,Lidya Hasanah,MANAJEMEN PEMASARAN,II,6,9,5,20
TES-AKD-2026-00367,gangsasala851@gmail.com,Gangsa Salahudin,TEKNIK INDUSTRI,I,8,7,9,24
TES-AKD-2026-00368,limanthamr313@pln.co.id,Liman Thamrin,DATA SCIENCE,II,8,8,9,25
TES-AKD-2026-00369,cinthiapra433@pln.co.id,Cinthia Prastuti,MANAJEMEN PEMASARAN,I,8,5,7,20
TES-AKD-2026-00370,malikawahy161@gmail.com,Malika Wahyuni,TEKNIK INFORMATIKA,II,10,6,9,25
TES-AKD-2026-00371,vimanutama307@outlook.com,Viman Utama,MANAJEMEN KEUANGAN,I,7,8,6,21
TES-AKD-2026-00372,ziziwinars804@outlook.com,Zizi Winarsih,DIGITAL MARKETING DAN ANALYTICS,II,4,7,7,18
TES-AKD-2026-00373,zeldahalim801@gmail.com,Zelda Halimah,TEKNIK INDUSTRI,I,6,5,8,19
TES-AKD-2026-00374,tinaprastu563@gmail.com,Tina Prastuti,TEKNIK ELEKTRO,I,9,6,7,22
TES-AKD-2026-00375,pariswulan630@gmail.com,Paris Wulandari,TEKNIK GEODESI,I,3,6,7,16
TES-AKD-2026-00376,paulinnurd978@yahoo.com,Paulin Nurdiyanti,TEKNIK GEOLOGI,I,7,6,6,19
TES-AKD-2026-00377,kiandrarah679@pln.co.id,Kiandra Rahayu,AKUNTANSI,II,8,7,8,23
TES-AKD-2026-00378,sabrinanas471@outlook.com,Sabrina Nasyiah,MANAJEMEN KEUANGAN,I,7,7,7,21
TES-AKD-2026-00379,kuntharabu625@gmail.com,Kunthara Budiman,TEKNIK BIOENERGI,I,8,5,7,20
TES-AKD-2026-00380,bancarjanu23@outlook.com,Bancar Januar,DATA SCIENCE,I,6,8,6,20
TES-AKD-2026-00381,viktornapi403@outlook.com,Viktor Napitupulu,MANAJEMEN BISNIS,I,9,7,8,24
TES-AKD-2026-00382,janetprast933@pln.co.id,Janet Prastuti,KOMUNIKASI,II,6,8,8,22
TES-AKD-2026-00383,zahralesta805@yahoo.com,Zahra Lestari,TEKNIK MATERIAL,II,5,8,9,22
TES-AKD-2026-00384,kamilazula310@pln.co.id,Kamila Zulaika,AKUNTANSI,I,4,2,4,10
TES-AKD-2026-00385,windamayas49@yahoo.com,Winda Mayasari,PSIKOLOGI,II,4,7,6,17
TES-AKD-2026-00386,cecepanggr727@pln.co.id,Cecep Anggriawan,SUPPLY CHAIN MANAGEMENT,I,6,7,4,17
TES-AKD-2026-00387,yunitanurd715@outlook.com,Yunita Nurdiyanti,KONVERSI ENERGI,I,5,8,5,18
TES-AKD-2026-00388,opheliasua315@yahoo.com,Ophelia Suartini,TEKNIK LINGKUNGAN,I,6,7,9,22
TES-AKD-2026-00389,taripratiw450@yahoo.com,Tari Pratiwi,BIG DATA DAN BUSINESS INTELLIGENCE,II,7,6,6,19
TES-AKD-2026-00390,galuhmusto748@gmail.com,Galuh Mustofa,DIGITAL MARKETING DAN ANALYTICS,II,6,3,7,16
TES-AKD-2026-00391,dodomangun67@pln.co.id,Dodo Mangunsong,TEKNIK GEOLOGI,I,4,7,6,17
TES-AKD-2026-00392,jonositumo558@gmail.com,Jono Situmorang,TEKNIK INDUSTRI,II,7,6,5,18
TES-AKD-2026-00393,yunihastut222@outlook.com,Yuni Hastuti,ENERGI BARU TERBARUKAN,II,5,8,9,22
TES-AKD-2026-00394,kalimsamos321@pln.co.id,Kalim Samosir,TEKNIK MESIN,II,6,7,7,20
TES-AKD-2026-00395,oskarnugro81@outlook.com,Oskar Nugroho,SUPPLY CHAIN MANAGEMENT,I,8,4,7,19
TES-AKD-2026-00396,violetwast923@gmail.com,Violet Wastuti,MANAJEMEN ASET,II,7,6,5,18
TES-AKD-2026-00397,faizahpras151@gmail.com,Faizah Prastuti,SUPPLY CHAIN MANAGEMENT,II,8,7,4,19
TES-AKD-2026-00398,juliaharya10@yahoo.com,Julia Haryanti,TEKNIK INDUSTRI,I,10,6,8,24
TES-AKD-2026-00400,baktionobu448@yahoo.com,Baktiono Budiyanto,TEKNIK GEOLOGI,I,7,6,7,20
TES-AKD-2026-00401,rafisetiaw496@outlook.com,Rafi Setiawan,AKUNTANSI,I,5,7,2,14
TES-AKD-2026-00402,pranawasap824@pln.co.id,Pranawa Saputra,TEKNIK BIOENERGI,I,7,4,6,17
TES-AKD-2026-00403,karimahhas116@yahoo.com,Karimah Hastuti,BIG DATA DAN BUSINESS INTELLIGENCE,I,8,7,7,22
TES-AKD-2026-00404,iansetiawa605@yahoo.com,Ian Setiawan,BIG DATA DAN BUSINESS INTELLIGENCE,I,6,7,10,23
TES-AKD-2026-00405,hendritham940@pln.co.id,Hendri Thamrin,TEKNIK PERTAMBANGAN,I,5,6,9,20
TES-AKD-2026-00407,mulyantofi701@gmail.com,Mulyanto Firmansyah,TEKNIK LINGKUNGAN,I,7,7,7,21
TES-AKD-2026-00408,tirtayasam814@yahoo.com,Tirtayasa Mahendra,PUBLIC POLICY,I,4,6,7,17
TES-AKD-2026-00409,putriyulia984@outlook.com,Putri Yulianti,MANAJEMEN PEMASARAN,II,6,8,5,19
TES-AKD-2026-00410,nadialesta40@outlook.com,Nadia Lestari,TEKNIK BIOENERGI,II,7,5,7,19
TES-AKD-2026-00411,artantopra891@gmail.com,Artanto Pranowo,PUBLIC POLICY,II,5,8,7,20
TES-AKD-2026-00412,lanangmang580@gmail.com,Lanang Mangunsong,MATEMATIKA,I,8,6,7,21
TES-AKD-2026-00413,rikaastuti729@gmail.com,Rika Astuti,MANAJEMEN,I,5,8,5,18
TES-AKD-2026-00414,kawayanaba65@outlook.com,Kawaya Nababan,HUKUM,II,3,7,6,16
TES-AKD-2026-00415,padmifujia234@yahoo.com,Padmi Fujiati,KONVERSI ENERGI,I,5,7,4,16
TES-AKD-2026-00416,rainaprast636@pln.co.id,Raina Prastuti,TEKNIK GEOLOGI,I,7,4,7,18
TES-AKD-2026-00417,ismailhali173@pln.co.id,Ismail Halim,MANAJEMEN BISNIS,I,6,9,5,20
TES-AKD-2026-00418,tantrimuly31@yahoo.com,Tantri Mulyani,TEKNIK GEOLOGI,II,9,4,7,20
TES-AKD-2026-00419,kenesmusto285@yahoo.com,Kenes Mustofa,MANAJEMEN BISNIS,II,2,9,6,17
TES-AKD-2026-00420,elisanurai928@outlook.com,Elisa Nuraini,SUPPLY CHAIN MANAGEMENT,I,7,7,6,20
TES-AKD-2026-00421,endahperti370@gmail.com,Endah Pertiwi,TEKNIK ELEKTRO,I,10,5,6,21
TES-AKD-2026-00422,rainapuspi746@yahoo.com,Raina Puspita,ADMINISTRASI BISNIS,II,7,8,5,20
TES-AKD-2026-00423,putriperma836@pln.co.id,Putri Permata,MANAJEMEN,I,7,7,6,20
TES-AKD-2026-00424,kemalsiman727@pln.co.id,Kemal Simanjuntak,PUBLIC POLICY,II,9,5,7,21
TES-AKD-2026-00425,jessicaang605@yahoo.com,Jessica Anggraini,TEKNIK MATERIAL,I,10,5,9,24
TES-AKD-2026-00426,azaleapadm229@yahoo.com,Azalea Padmasari,TEKNIK INDUSTRI,I,7,6,9,22
TES-AKD-2026-00427,ulyawahyun882@pln.co.id,Ulya Wahyuni,MANAJEMEN BISNIS,I,4,7,4,15
TES-AKD-2026-00428,taswirkusu375@outlook.com,Taswir Kusumo,TEKNIK INFORMATIKA,II,9,4,8,21
TES-AKD-2026-00429,mutialaksi126@outlook.com,Mutia Laksita,AKUNTANSI,II,6,6,6,18
TES-AKD-2026-00430,humairapud27@pln.co.id,Humaira Pudjiastuti,TEKNIK KIMIA,I,7,5,8,20
TES-AKD-2026-00431,qoriwijaya63@gmail.com,Qori Wijayanti,TEKNIK SIPIL,I,5,7,8,20
TES-AKD-2026-00432,unjanilail72@gmail.com,Unjani Lailasari,AKUNTANSI,II,5,5,5,15
TES-AKD-2026-00433,novafujiat154@pln.co.id,Nova Fujiati,AKUNTANSI,I,8,7,7,22
TES-AKD-2026-00434,bakidingun375@yahoo.com,Bakidin Gunarto,ENERGI BARU TERBARUKAN,I,5,9,6,20
TES-AKD-2026-00435,darijanpra53@yahoo.com,Darijan Prasasta,HUKUM,I,5,10,4,19
TES-AKD-2026-00436,ziziyulian916@pln.co.id,Zizi Yulianti,TEKNIK GEODESI,II,6,7,9,22
TES-AKD-2026-00437,ismailsire488@pln.co.id,Ismail Siregar,PSIKOLOGI,II,6,5,7,18
TES-AKD-2026-00438,karnarajat684@yahoo.com,Karna Rajata,TEKNIK MESIN,I,10,3,7,20
TES-AKD-2026-00439,kaniausada399@outlook.com,Kania Usada,MANAJEMEN PROYEK,II,5,9,5,19
TES-AKD-2026-00440,farhunnisa147@gmail.com,Farhunnisa Melani,MANAJEMEN PEMASARAN,II,6,5,5,16
TES-AKD-2026-00441,tiaralaksi138@pln.co.id,Tiara Laksita,MANAJEMEN PROYEK,I,5,8,5,18
TES-AKD-2026-00442,dianawinar254@outlook.com,Diana Winarsih,ENERGI BARU TERBARUKAN,I,6,7,3,16
TES-AKD-2026-00443,paramitapu181@pln.co.id,Paramita Pudjiastuti,MANAJEMEN ASET,II,6,8,4,18
TES-AKD-2026-00444,gangsarkus490@gmail.com,Gangsar Kuswoyo,PUBLIC POLICY,III,7,5,9,21
TES-AKD-2026-00445,taliaandri344@outlook.com,Talia Andriani,TEKNIK INDUSTRI,I,8,7,8,23
TES-AKD-2026-00446,cemetinajm572@gmail.com,Cemeti Najmudin,TEKNIK INFORMATIKA,II,10,8,7,25
TES-AKD-2026-00447,harjasawas951@yahoo.com,Harjasa Wasita,TEKNIK LINGKUNGAN,I,8,9,7,24
TES-AKD-2026-00448,hardiprase144@outlook.com,Hardi Prasetyo,MATEMATIKA,II,9,5,8,22
TES-AKD-2026-00449,asmiantowi237@pln.co.id,Asmianto Wijaya,TEKNIK MESIN,I,7,4,9,20
TES-AKD-2026-00450,mayarahmaw470@gmail.com,Maya Rahmawati,TEKNIK PERTAMBANGAN,I,6,6,6,18
TES-AKD-2026-00451,vegamahend589@pln.co.id,Vega Mahendra,TEKNIK INDUSTRI,I,8,6,8,22
TES-AKD-2026-00452,salsabilah306@pln.co.id,Salsabila Hartati,SUPPLY CHAIN MANAGEMENT,I,5,8,7,20
TES-AKD-2026-00453,ianmeganta338@gmail.com,Ian Megantara,MANAJEMEN INVESTASI BANK,I,7,5,4,16
TES-AKD-2026-00454,halimapras648@yahoo.com,Halima Prastuti,HUKUM,III,8,9,4,21
TES-AKD-2026-00455,hamimaprat402@pln.co.id,Hamima Pratiwi,KEUANGAN,I,7,7,6,20
TES-AKD-2026-00456,gilanghary933@yahoo.com,Gilang Haryanto,TEKNIK SIPIL,I,8,7,8,23
TES-AKD-2026-00457,intansuart703@outlook.com,Intan Suartini,MATEMATIKA,I,8,8,7,23
TES-AKD-2026-00458,hairyantor355@yahoo.com,Hairyanto Rajasa,AKUNTANSI,I,4,6,6,16
TES-AKD-2026-00459,manahramad397@yahoo.com,Manah Ramadan,HUKUM,I,9,7,9,25
TES-AKD-2026-00460,donomaulan465@gmail.com,Dono Maulana,KOMUNIKASI,III,5,6,8,19
