ID_PENDAFTARAN,NAMA REKRUTMEN,JENJANG,USIA,PRODI,JURUSAN ASAL PERGURUAN TINGGI / SEKOLAH,NEM/IPK,GELAR,JENIS KELAMIN,NAMA,AGAMA,STATUS,NO KTP,NO PONSEL,EMAIL,TAHUN LAHIR,BULAN LAHIR,TANGGAL LAHIR,TEMPAT LAHIR,KOTA KTP,ALAMAT KTP,KODE POS,TAHUN LULUS SMA,TAHUN MASUK SMA,TAHUN LULUS SMP,TAHUN MASUK SMP,TAHUN LULUS SD,TAHUN MASUK SD,ASAL SD/KOTA,ASAL SMP/KOTA,ASAL SMA/KOTA,UKURAN BAJU,UKURAN SEPATU,UKURAN CELANA,VERIFIKATOR,UMUR,STATUS NIKAH,IPK,JURUSAN,KTP,AKTA,IJAZAH,TRANSKRIP,ENGLISH SKILL
REG-2026-00052,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,23,MANAJEMEN PEMASARAN,Universitas Mataram,3.5,S.E.,Perempuan,Chelsea Wulandari,Islam,Belum Kawin,6799327127827154,+62-012-600-1927,chelseawul339@outlook.com,2003,10,25,Maumere,Maumere,Jl. Ciwastra No. 578,34202,2021,2018,2018,2015,2015,2009,Tangerang,Medan,Kota Administrasi Jakarta Selatan,XXXL,43,36,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-00053,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,MANAJEMEN PEMASARAN,Universitas Pendidikan Indonesia,3.99,M.M.,Perempuan,Rika Wahyuni,Islam,Cerai Hidup,2154953100113895,+62 (61) 922-7240,rikawahyun444@gmail.com,1998,6,24,Banda Aceh,Banda Aceh,Gang Jamika No. 9,66219,2016,2013,2013,2010,2010,2004,Bandung,Padang,Kupang,XXXL,44,38,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-00054,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,ENERGI BARU TERBARUKAN,Universitas Jenderal Soedirman,3.08,S.E.,Perempuan,Icha Puspita,Islam,Belum Kawin,2500038736114552,+62 (08) 828-4832,ichapuspit109@yahoo.com,2005,11,10,Medan,Medan,Gg. S. Parman No. 2,83562,2023,2020,2020,2017,2017,2011,Pangkalpinang,Lhokseumawe,Surabaya,XL,38,29,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00055,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,AKUNTANSI,Universitas Sam Ratulangi,3.98,A.Md.,Laki-laki,Martaka Budiman,Islam,Belum Kawin,6309802372350610,+62-025-015-0478,martakabud343@gmail.com,2001,5,20,Tangerang Selatan,Tangerang Selatan,Gg. Bangka Raya No. 8,22900,2019,2016,2016,2013,2013,2007,Tarakan,Tangerang,Kediri,L,43,38,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-00056,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,DIGITAL MARKETING DAN ANALYTICS,Universitas Diponegoro,3.27,M.M.,Perempuan,Oni Suryatmi,Islam,Kawin,4445526041886572,+62 (0847) 262-5491,onisuryatm80@pln.co.id,2000,10,14,Kotamobagu,Kotamobagu,Gg. Soekarno Hatta No. 62,47661,2018,2015,2015,2012,2012,2006,Sawahlunto,Banjarmasin,Magelang,S,43,36,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-00057,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,21,MANAJEMEN BISNIS,Telkom University,3.85,S.E.,Perempuan,Dalima Sudiati,Islam,Belum Kawin,6075308709280268,+62-083-619-9133,dalimasudi565@gmail.com,2005,2,6,Pontianak,Pontianak,Jl. Kutai No. 0,51607,2023,2020,2020,2017,2017,2011,Tidore Kepulauan,Manado,Tegal,XL,42,40,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00058,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,DIGITAL MARKETING DAN ANALYTICS,Institut Teknologi Bandung,3.19,M.M.,Perempuan,Aurora Andriani,Islam,Belum Kawin,4234392928559523,+62 (961) 790 2854,auroraandr625@outlook.com,2002,12,3,Pasuruan,Pasuruan,Gang Suryakencana No. 722,04943,2020,2017,2017,2014,2014,2008,Padangpanjang,Banda Aceh,Singkawang,L,40,41,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-00059,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK LISTRIK,Universitas Sebelas Maret,3.21,S.T.,Perempuan,Paris Winarsih,Islam,Belum Kawin,2692021285125170,(0374) 843-7025,pariswinar290@gmail.com,2005,10,16,Kota Administrasi Jakarta Selatan,Kota Administrasi Jakarta Selatan,Jl. Lembong No. 36,19802,2023,2020,2020,2017,2017,2011,Langsa,Madiun,Sorong,XL,38,27,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-00060,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,22,Sastra Mesir Kuno,Universitas Indonesia,3.81,A.Md.,Laki-laki,Bakiman Hardiansyah,Islam,Belum Kawin,9548695145672341,(0401) 355 8439,bakimanhar179@yahoo.com,2004,12,6,Pariaman,Pariaman,Gg. Kapten Muslihat No. 94,75563,2022,2019,2019,2016,2016,2010,Cirebon,Pagaralam,Kota Administrasi Jakarta Selatan,S,37,36,Andi Wijaya,1,1,1,0,1,1,1,1,1
REG-2026-00061,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,MANAJEMEN PEMASARAN,Telkom University,3.81,M.M.,Laki-laki,Najam Manullang,Islam,Belum Kawin,5929984841264614,(0612) 089-2641,najammanul409@pln.co.id,2001,2,18,Bukittinggi,Bukittinggi,Gg. Stasiun Wonokromo No. 6,03483,2019,2016,2016,2013,2013,2007,Samarinda,Kendari,Dumai,L,43,36,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00062,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,24,ADMINISTRASI BISNIS,Institut Teknologi Nasional,3.2,S.E.,Laki-laki,Danuja Prayoga,Islam,Belum Kawin,9689542896982682,+62 (0976) 194-4554,danujapray755@gmail.com,2002,4,24,Pagaralam,Pagaralam,Jl. Soekarno Hatta No. 4,82509,2020,2017,2017,2014,2014,2008,Bitung,Madiun,Tidore Kepulauan,XL,37,33,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00063,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,MANAJEMEN,Universitas Negeri Yogyakarta,3.13,M.M.,Laki-laki,Sabri Salahudin,Islam,Belum Kawin,6952135869927024,+62 (0415) 573-4832,sabrisalah23@gmail.com,2002,6,24,Samarinda,Samarinda,Gg. Tebet Barat Dalam No. 8,03805,2020,2017,2017,2014,2014,2008,Batam,Solok,Tomohon,XXXL,38,30,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00064,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,HUKUM,Universitas Diponegoro,3.59,M.M.,Perempuan,Lidya Kusmawati,Islam,Belum Kawin,2216569284616732,(004) 990-2387,lidyakusma310@pln.co.id,2000,9,17,Samarinda,Samarinda,Gang Waringin No. 27,39095,2018,2015,2015,2012,2012,2006,Padangpanjang,Meulaboh,Banjar,XXXL,42,30,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-00065,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,25,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Hasanuddin,3.49,S.E.,Perempuan,Fitriani Mulyani,Islam,Belum Kawin,8378374785741324,+62 (0657) 313 3890,fitrianimu891@pln.co.id,2001,1,23,Padangpanjang,Padangpanjang,Jalan Moch. Toha No. 0,83863,2019,2016,2016,2013,2013,2007,Kota Administrasi Jakarta Timur,Purwokerto,Bandung,XXXL,41,39,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00066,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,27,MANAJEMEN PROYEK,Universitas Hasanuddin,3.06,M.M.,Perempuan,Rini Pratiwi,Islam,Belum Kawin,2566818557027298,+62-482-666-5489,rinipratiw912@outlook.com,1999,3,28,Surakarta,Surakarta,Gg. Peta No. 18,20324,2017,2014,2014,2011,2011,2005,Pematangsiantar,Bogor,Tidore Kepulauan,XXL,37,27,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00067,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,26,MANAJEMEN PEMASARAN,Universitas Diponegoro,3.12,M.M.,Laki-laki,Balamantri Prasetyo,Islam,Kawin,3291866056194827,+62 (0771) 957-3940,balamantri984@outlook.com,2000,12,21,Ambon,Ambon,Gang Raya Ujungberung No. 813,71654,2018,2015,2015,2012,2012,2006,Madiun,Samarinda,Banjarbaru,XXXL,45,34,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-00068,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK MESIN,BINUS University,3.6,A.Md.T.,Perempuan,Lintang Hassanah,Islam,Belum Kawin,5627265962742611,(009) 274 9934,lintanghas841@pln.co.id,2002,6,19,Kupang,Kupang,Gg. Pasir Koja No. 90,84540,2020,2017,2017,2014,2014,2008,Gorontalo,Purwokerto,Samarinda,M,45,33,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00069,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,PSIKOLOGI,Institut Teknologi Sepuluh Nopember,3.25,S.E.,Perempuan,Juli Safitri,Islam,Belum Kawin,1792956732477072,084 218 1492,julisafitr107@outlook.com,2005,11,14,Banjarmasin,Banjarmasin,Jl. Rumah Sakit No. 5,54378,2023,2020,2020,2017,2017,2011,Semarang,Manado,Tangerang,M,38,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00070,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK MESIN,IPB University,3.73,S.T.,Perempuan,Wani Safitri,Islam,Belum Kawin,7718110803166634,+62 (094) 748 3052,wanisafitr579@yahoo.com,2004,1,18,Denpasar,Denpasar,Jalan Merdeka No. 64,37805,2022,2019,2019,2016,2016,2010,Cimahi,Kota Administrasi Jakarta Pusat,Kota Administrasi Jakarta Selatan,L,39,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00071,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,AKUNTANSI,Universitas Riau,3.6,S.E.,Perempuan,Ika Nurdiyanti,Kristen,Belum Kawin,6530302544019389,(0025) 542 5318,ikanurdiya14@yahoo.com,2001,1,4,Batu,Batu,Jl. Medokan Ayu No. 584,39842,2019,2016,2016,2013,2013,2007,Purwokerto,Pasuruan,Surakarta,XXXL,41,35,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-00072,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,22,PROGRAM STUDI LAINNYA NON TEKNIK,Universitas Diponegoro,3.21,A.Md.T.,Laki-laki,Harsaya Prabowo,Islam,Belum Kawin,2365769393253248,+62-043-919-1414,harsayapra702@outlook.com,2004,10,8,Surakarta,Surakarta,Jalan BKR No. 2,96474,2022,2019,2019,2016,2016,2010,Meulaboh,Jambi,Pekanbaru,M,38,39,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-00073,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,BIG DATA DAN BUSINESS INTELLIGENCE,Universitas Padjadjaran,3.94,M.M.,Laki-laki,Pranata Marpaung,Kristen,Belum Kawin,5195100826882951,+62 (0228) 063-6146,pranatamar157@gmail.com,2000,7,3,Pematangsiantar,Pematangsiantar,Gg. Tubagus Ismail No. 404,45093,2018,2015,2015,2012,2012,2006,Prabumulih,Kota Administrasi Jakarta Selatan,Sungai Penuh,L,36,31,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00074,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,MANAJEMEN BISNIS,Universitas Gadjah Mada,3.5,S.E.,Perempuan,Kayla Mayasari,Islam,Belum Kawin,4538188760228711,+62-068-615-6626,kaylamayas40@gmail.com,2005,7,8,Kotamobagu,Kotamobagu,Jalan Soekarno Hatta No. 728,32914,2023,2020,2020,2017,2017,2011,Blitar,Tasikmalaya,Surakarta,M,41,42,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-00075,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,TEKNIK KIMIA,Universitas Pendidikan Indonesia,3.3,M.M.,Perempuan,Rini Purwanti,Islam,Kawin,4112902978497618,+62 (09) 342 9917,rinipurwan196@yahoo.com,2000,5,15,Bogor,Bogor,Jalan M.H Thamrin No. 083,50501,2018,2015,2015,2012,2012,2006,Bau-Bau,Palopo,Sabang,XXL,37,29,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00076,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK KIMIA,Institut Teknologi Nasional,3.35,S.T.,Laki-laki,Marwata Mandala,Islam,Belum Kawin,8297475130201984,+62 (720) 084 6883,marwataman458@yahoo.com,2003,12,2,Tomohon,Tomohon,Jalan Medokan Ayu No. 08,90881,2021,2018,2018,2015,2015,2009,Ternate,Meulaboh,Surabaya,XXXL,40,29,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00077,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,22,TEKNIK INFORMATIKA,Universitas Lampung,3.67,A.Md.T.,Laki-laki,Akarsana Damanik,Islam,Belum Kawin,6842605285073607,+62 (074) 335 1240,akarsanada195@gmail.com,2004,6,12,Bontang,Bontang,Jalan Soekarno Hatta No. 371,97400,2022,2019,2019,2016,2016,2010,Prabumulih,Probolinggo,Bengkulu,S,41,31,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-00078,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,34,MANAJEMEN BISNIS,Universitas Brawijaya,3.15,M.M.,Laki-laki,Rosman Mahendra,Katolik,Kawin,5236831821716276,+62-089-904-7597,rosmanmahe808@outlook.com,1992,8,11,Bontang,Bontang,Gg. Pelajar Pejuang No. 353,87088,2010,2007,2007,2004,2004,1998,Jambi,Palu,Kupang,S,41,34,Eko Prasetyo,0,1,1,1,1,1,1,1,1
REG-2026-00079,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,ADMINISTRASI BISNIS,Universitas Sriwijaya,3.7,M.M.,Laki-laki,Pangestu Sitompul,Islam,Belum Kawin,6344996556226239,+62-187-457-2842,pangestusi944@outlook.com,2000,8,4,Samarinda,Samarinda,Gg. Moch. Ramdan No. 0,47315,2018,2015,2015,2012,2012,2006,Mojokerto,Kota Administrasi Jakarta Selatan,Kota Administrasi Jakarta Pusat,S,37,33,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-00080,REKRUTMEN PUTRA-PUTRI ASLI PAPUA,S1,21,KOMUNIKASI,Universitas Sam Ratulangi,3.89,S.E.,Laki-laki,Oman Saragih,Islam,Belum Kawin,8162301934343409,+62-184-896-9087,omansaragi891@outlook.com,2005,6,2,Merauke,Merauke,Gang Suryakencana No. 73,40086,2023,2020,2020,2017,2017,2011,Malang,Subulussalam,Kota Administrasi Jakarta Selatan,XXL,43,32,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-00081,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK GEODESI,Universitas Trisakti,3.98,S.T.,Laki-laki,Unggul Tarihoran,Islam,Belum Kawin,8760240501664910,+62-030-176-0991,unggultari466@yahoo.com,2002,10,24,Cilegon,Cilegon,Jalan Kiaracondong No. 42,94491,2020,2017,2017,2014,2014,2008,Tasikmalaya,Padang,Pekalongan,XXXL,38,37,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00082,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,DATA SCIENCE,Universitas Sebelas Maret,3.65,S.T.,Laki-laki,Wasis Putra,Islam,Belum Kawin,5468379451664228,(084) 004 4284,wasisputra673@outlook.com,2002,2,28,Prabumulih,Prabumulih,Jalan Pasir Koja No. 110,01038,2020,2017,2017,2014,2014,2008,Tual,Tangerang,Magelang,S,36,33,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00083,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,22,PSIKOLOGI,Universitas Diponegoro,3.73,S.E.,Perempuan,Yuni Maryati,Islam,Belum Kawin,3184833149816869,084 888 7583,yunimaryat11@gmail.com,2004,12,18,Pekalongan,Pekalongan,Jl. Veteran No. 4,84590,2022,2019,2019,2016,2016,2010,Cirebon,Madiun,Yogyakarta,S,40,35,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-00084,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,TEKNIK ELEKTRO,Institut Teknologi Bandung,3.43,S.T.,Perempuan,Bella Pertiwi,Islam,Belum Kawin,9065528533776635,+62 (0171) 153 2147,bellaperti119@outlook.com,2004,10,10,Payakumbuh,Payakumbuh,Jalan PHH. Mustofa No. 983,46579,2022,2019,2019,2016,2016,2010,Subulussalam,Lubuklinggau,Kota Administrasi Jakarta Timur,M,37,28,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00085,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,DATA SCIENCE,Institut Teknologi Sepuluh Nopember,3.89,M.M.,Laki-laki,Darman Maulana,Islam,Kawin,0376563776215411,+62 (0574) 422-7098,darmanmaul672@gmail.com,1998,1,19,Tanjungbalai,Tanjungbalai,Gg. Ciumbuleuit No. 6,13587,2016,2013,2013,2010,2010,2004,Singkawang,Kota Administrasi Jakarta Barat,Banda Aceh,M,42,29,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00086,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,BIG DATA DAN BUSINESS INTELLIGENCE,IPB University,3.62,M.M.,Perempuan,Puji Susanti,Islam,Belum Kawin,0318998175003652,+62-0579-150-0575,pujisusant220@outlook.com,1998,8,18,Jambi,Jambi,Gang K.H. Wahid Hasyim No. 91,03413,2016,2013,2013,2010,2010,2004,Subulussalam,Bandar Lampung,Bontang,M,38,37,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00087,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,ADMINISTRASI BISNIS,Universitas Gadjah Mada,3.42,A.Md.,Perempuan,Jasmin Mayasari,Islam,Belum Kawin,3859295596239955,(0769) 995 3752,jasminmaya472@outlook.com,2002,5,3,Gorontalo,Gorontalo,Jl. HOS. Cokroaminoto No. 3,65149,2020,2017,2017,2014,2014,2008,Bekasi,Tomohon,Ambon,L,44,31,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-00088,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,21,TEKNIK BIOENERGI,Universitas Negeri Jakarta,3.9,S.T.,Laki-laki,Kunthara Nugroho,Buddha,Belum Kawin,8691945471327707,088 149 9325,kuntharanu871@pln.co.id,2005,4,21,Lhokseumawe,Lhokseumawe,Jl. Moch. Toha No. 5,91246,2023,2020,2020,2017,2017,2011,Pariaman,Bitung,Jayapura,S,44,35,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00089,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,TEKNIK GEOLOGI,Universitas Trisakti,3.58,S.T.,Laki-laki,Cahyo Santoso,Islam,Belum Kawin,9416019127257119,+62 (213) 867-2272,cahyosanto381@gmail.com,2004,2,24,Lubuklinggau,Lubuklinggau,Gg. Cikutra Barat No. 64,72440,2022,2019,2019,2016,2016,2010,Palu,Yogyakarta,Kota Administrasi Jakarta Timur,L,40,27,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00090,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN PEMASARAN,IPB University,3.23,S.E.,Laki-laki,Ade Santoso,Islam,Belum Kawin,8832714770001370,+62 (050) 986-8127,adesantoso638@pln.co.id,2001,11,24,Bengkulu,Bengkulu,Jalan Suryakencana No. 69,37574,2019,2016,2016,2013,2013,2007,Malang,Bontang,Kota Administrasi Jakarta Timur,S,45,42,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-00091,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,26,PUBLIC POLICY,Universitas Gadjah Mada,2.62,M.M.,Laki-laki,Martani Kurniawan,Islam,Kawin,0698826773618607,(0958) 421-6958,martanikur906@yahoo.com,2000,9,26,Tangerang Selatan,Tangerang Selatan,Gg. Gegerkalong Hilir No. 5,70627,2018,2015,2015,2012,2012,2006,Lhokseumawe,Tebingtinggi,Malang,L,37,33,Maya Kusuma,1,1,0,1,1,1,1,1,1
REG-2026-00092,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK LINGKUNGAN,Universitas Syiah Kuala,3.37,S.T.,Perempuan,Zizi Lestari,Islam,Kawin,2026366219938914,+62 (0342) 615 2968,zizilestar810@gmail.com,2005,6,8,Tegal,Tegal,Gg. Waringin No. 60,15981,2023,2020,2020,2017,2017,2011,Tebingtinggi,Jambi,Surabaya,XXL,41,42,Budi Santoso,1,0,1,1,1,1,1,1,1
REG-2026-00093,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,KEUANGAN,Universitas Padjadjaran,3.42,A.Md.,Laki-laki,Aswani Ramadan,Islam,Belum Kawin,6251411360867612,+62 (458) 771-7573,aswanirama664@yahoo.com,2005,5,6,Sibolga,Sibolga,Jl. Cihampelas No. 43,65861,2023,2020,2020,2017,2017,2011,Depok,Tanjungpinang,Yogyakarta,S,43,29,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00094,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,PROGRAM STUDI LAINNYA TEKNIK,Universitas Diponegoro,3.17,A.Md.T.,Laki-laki,Hasim Prayoga,Hindu,Belum Kawin,1180173014515916,0813584331,hasimprayo813@gmail.com,2005,4,23,Madiun,Madiun,Gg. H.J Maemunah No. 316,84219,2023,2020,2020,2017,2017,2011,Bau-Bau,Lhokseumawe,Pariaman,XL,36,32,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00095,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,KONVERSI ENERGI,Universitas Gadjah Mada,3.13,S.E.,Laki-laki,Digdaya Narpati,Islam,Belum Kawin,5345417277862798,+62-0325-971-2109,digdayanar807@outlook.com,2001,6,14,Pematangsiantar,Pematangsiantar,Jalan Astana Anyar No. 392,13229,2019,2016,2016,2013,2013,2007,Bukittinggi,Magelang,Tual,L,40,27,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-00096,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,26,BIG DATA DAN BUSINESS INTELLIGENCE,BINUS University,3.89,M.M.,Perempuan,Amalia Laksita,Islam,Belum Kawin,5231098043453034,0839206364,amalialaks752@outlook.com,2000,7,1,Meulaboh,Meulaboh,Gang H.J Maemunah No. 2,43365,2018,2015,2015,2012,2012,2006,Prabumulih,Kota Administrasi Jakarta Timur,Purwokerto,XL,36,40,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-00097,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,DATA SCIENCE,Universitas Syiah Kuala,3.23,M.M.,Laki-laki,Jayadi Prasasta,Islam,Belum Kawin,3602017781736841,0833073297,jayadipras367@pln.co.id,1998,1,23,Meulaboh,Meulaboh,Gang Erlangga No. 5,16772,2016,2013,2013,2010,2010,2004,Pariaman,Tomohon,Prabumulih,L,44,34,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-00098,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,ENERGI BARU TERBARUKAN,Universitas Brawijaya,3.29,S.E.,Laki-laki,Jamal Saragih,Islam,Belum Kawin,1939818541761919,+62-0894-071-4081,jamalsarag384@gmail.com,2005,1,15,Parepare,Parepare,Jalan Suniaraja No. 1,53503,2023,2020,2020,2017,2017,2011,Tanjungpinang,Tarakan,Batu,XXXL,43,36,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-00099,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,Seni Musik,Telkom University,3.52,S.E.,Laki-laki,Cawisono Habibi,Katolik,Belum Kawin,6998571976522683,+62 (15) 181 4311,cawisonoha194@outlook.com,2001,7,6,Mataram,Mataram,Gg. Soekarno Hatta No. 1,49792,2019,2016,2016,2013,2013,2007,Bogor,Lhokseumawe,Pasuruan,XXXL,40,33,Andi Wijaya,1,1,1,0,1,1,1,1,1
REG-2026-00100,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,PROGRAM STUDI LAINNYA NON TEKNIK,Universitas Pendidikan Indonesia,3.83,A.Md.T.,Perempuan,Putri Nuraini,Kristen,Belum Kawin,1767834766766430,(0157) 450-0920,putrinurai954@yahoo.com,2001,11,17,Sukabumi,Sukabumi,Jalan BKR No. 266,37486,2019,2016,2016,2013,2013,2007,Kota Administrasi Jakarta Timur,Bima,Tidore Kepulauan,XL,43,33,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-00101,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK INFORMATIKA,Institut Teknologi Sepuluh Nopember,3.65,S.T.,Laki-laki,Garang Tamba,Islam,Belum Kawin,6559372798181017,+62 (0871) 810-2637,garangtamb954@pln.co.id,2003,6,28,Pasuruan,Pasuruan,Jl. Rawamangun No. 20,13411,2021,2018,2018,2015,2015,2009,Ambon,Serang,Parepare,S,41,42,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-00102,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,SAFETY ENGINEERING,Telkom University,3.85,S.T.,Perempuan,Devi Nuraini,Islam,Belum Kawin,8546962650089782,(0969) 830 3959,devinurain471@outlook.com,2002,11,6,Cimahi,Cimahi,Jalan Yos Sudarso No. 541,58331,2020,2017,2017,2014,2014,2008,Tual,Kupang,Cirebon,S,43,37,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-00103,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,TEKNIK MATERIAL,Universitas Gadjah Mada,3.86,S.T.,Perempuan,Nurul Yuniar,Islam,Belum Kawin,2008152716253765,+62 (046) 325-1454,nurulyunia353@pln.co.id,2004,8,1,Cirebon,Cirebon,Jalan Veteran No. 64,35855,2022,2019,2019,2016,2016,2010,Surabaya,Sorong,Magelang,XXL,39,40,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-00104,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,SUPPLY CHAIN MANAGEMENT,Institut Teknologi Nasional,3.92,M.M.,Perempuan,Diana Mardhiyah,Islam,Kawin,2354921325122285,(081) 612-8349,dianamardh871@pln.co.id,2002,7,28,Surabaya,Surabaya,Gg. Kiaracondong No. 460,37470,2020,2017,2017,2014,2014,2008,Pariaman,Palu,Bekasi,S,44,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
