NO TES,EMAIL,NAMA,PRODI,Ak Jawaban Benar,Ak Jawaban Salah,Ak Jawaban Kosong,Ak Skor,En Jawaban Benar,En Jawaban Salah,En Jawaban Kosong,En Skor,TOTAL SKOR AKDING
TES-AKD-2026-00200,galionoira329@pln.co.id,Galiono Irawan,TEKNIK ELEKTRO,39,11,0,145,34,15,1,121,266
TES-AKD-2026-00201,mustikalat736@yahoo.com,Mustika Latupono,MANAJEMEN BISNIS,22,26,2,62,36,12,2,132,194
TES-AKD-2026-00202,bakdanashi934@yahoo.com,Bakda Nashiruddin,TEKNIK INFORMATIKA,31,18,1,106,28,21,1,91,197
TES-AKD-2026-00203,gatotnugro828@pln.co.id,Gatot Nugroho,PSIKOLOGI,33,15,2,117,39,9,2,147,264
TES-AKD-2026-00204,humairanov320@pln.co.id,Humaira Novitasari,SAFETY ENGINEERING,39,7,4,149,25,22,3,78,227
TES-AKD-2026-00205,galangguna334@pln.co.id,Galang Gunawan,PSIKOLOGI,39,6,5,150,30,15,5,105,255
TES-AKD-2026-00206,ajengwastu290@gmail.com,Ajeng Wastuti,AKUNTANSI,30,15,5,105,43,5,2,167,272
TES-AKD-2026-00207,sitihastut548@yahoo.com,Siti Hastuti,KESELAMATAN DAN KESEHATAN KERJA,43,5,2,167,31,14,5,110,277
TES-AKD-2026-00208,ikhsanraja407@yahoo.com,Ikhsan Rajata,MANAJEMEN PEMASARAN,29,16,5,100,38,9,3,143,243
TES-AKD-2026-00209,danudongor368@outlook.com,Danu Dongoran,TEKNIK KIMIA,43,2,5,170,19,27,4,49,219
TES-AKD-2026-00210,salwahariy35@yahoo.com,Salwa Hariyah,MANAJEMEN PROYEK,23,25,2,67,29,18,3,98,165
TES-AKD-2026-00211,elvinapurw379@outlook.com,Elvina Purwanti,SAFETY ENGINEERING,22,24,4,64,33,13,4,119,183
TES-AKD-2026-00212,betaniaast392@gmail.com,Betania Astuti,ADMINISTRASI BISNIS,33,15,2,117,39,9,2,147,264
TES-AKD-2026-00213,anggabayah605@gmail.com,Anggabaya Hutasoit,ELEKTRONIKA DAN INSTRUMENTASI,37,9,4,139,37,10,3,138,277
TES-AKD-2026-00214,septisuart903@gmail.com,Septi Suartini,TEKNIK SIPIL,40,6,4,154,36,11,3,133,287
TES-AKD-2026-00215,rahmiyolan493@yahoo.com,Rahmi Yolanda,SUPPLY CHAIN MANAGEMENT,28,21,1,91,38,10,2,142,233
TES-AKD-2026-00216,kaninasyid524@pln.co.id,Kani Nasyidah,SAFETY ENGINEERING,38,9,3,143,30,17,3,103,246
TES-AKD-2026-00217,jasmanihab83@gmail.com,Jasmani Habibi,ADMINISTRASI BISNIS,27,18,5,90,39,11,0,145,235
TES-AKD-2026-00218,najwayulia567@pln.co.id,Najwa Yuliarti,TEKNIK MESIN,31,15,4,109,32,16,2,112,221
TES-AKD-2026-00219,rinihastut225@gmail.com,Rini Hastuti,TEKNIK SIPIL,39,10,1,146,28,18,4,94,240
TES-AKD-2026-00220,caturlazua971@yahoo.com,Catur Lazuardi,SUPPLY CHAIN MANAGEMENT,38,11,1,141,12,33,5,15,156
TES-AKD-2026-00221,febimaryat418@gmail.com,Febi Maryati,PUBLIC POLICY,22,26,2,62,29,20,1,96,158
TES-AKD-2026-00222,ifanasyiah239@outlook.com,Ifa Nasyiah,HUKUM,24,22,4,74,41,4,5,160,234
TES-AKD-2026-00223,balanggabu947@outlook.com,Balangga Budiyanto,TEKNIK INFORMATIKA,31,18,1,106,43,7,0,165,271
TES-AKD-2026-00224,raisanovit634@outlook.com,Raisa Novitasari,HUKUM,36,12,2,132,27,20,3,88,220
TES-AKD-2026-00225,gardaprada958@yahoo.com,Garda Pradana,MANAJEMEN PROYEK,29,16,5,100,21,28,1,56,156
TES-AKD-2026-00226,ramawinarn561@gmail.com,Rama Winarno,MANAJEMEN KEUANGAN,35,13,2,127,30,18,2,102,229
TES-AKD-2026-00227,jessicanur967@gmail.com,Jessica Nuraini,ADMINISTRASI,28,21,1,91,25,24,1,76,167
TES-AKD-2026-00228,balasirega632@pln.co.id,Bala Siregar,MANAJEMEN PROYEK,28,17,5,95,30,20,0,100,195
TES-AKD-2026-00229,aisyahnura94@gmail.com,Aisyah Nuraini,DATA SCIENCE,41,5,4,159,17,30,3,38,197
TES-AKD-2026-00230,damarlatup193@gmail.com,Damar Latupono,ENERGI BARU TERBARUKAN,27,19,4,89,20,29,1,51,140
TES-AKD-2026-00231,ganepdaman938@gmail.com,Ganep Damanik,MANAJEMEN PROYEK,31,17,2,107,42,4,4,164,271
TES-AKD-2026-00232,herupraset298@pln.co.id,Heru Prasetyo,TEKNIK BIOENERGI,28,21,1,91,39,9,2,147,238
TES-AKD-2026-00233,ulikusmawa315@gmail.com,Uli Kusmawati,MANAJEMEN PEMASARAN,25,23,2,77,49,0,1,196,273
TES-AKD-2026-00234,titinharta438@gmail.com,Titin Hartati,SUPPLY CHAIN MANAGEMENT,23,25,2,67,29,16,5,100,167
TES-AKD-2026-00235,cemaninapi737@gmail.com,Cemani Napitupulu,ELEKTRONIKA DAN INSTRUMENTASI,24,22,4,74,24,25,1,71,145
TES-AKD-2026-00236,wirahutaga117@outlook.com,Wira Hutagalung,ENERGI BARU TERBARUKAN,18,27,5,45,26,19,5,85,130
TES-AKD-2026-00237,raditsireg761@gmail.com,Radit Siregar,TEKNIK LISTRIK,43,7,0,165,37,8,5,140,305
TES-AKD-2026-00238,latikasury424@outlook.com,Latika Suryatmi,AKUNTANSI,26,23,1,81,26,24,0,80,161
TES-AKD-2026-00239,jayadisapu468@outlook.com,Jayadi Saputra,TEKNIK MESIN,38,11,1,141,27,22,1,86,227
TES-AKD-2026-00240,rikalailas795@yahoo.com,Rika Lailasari,TEKNIK SIPIL,24,26,0,70,27,22,1,86,156
TES-AKD-2026-00241,umayardian530@gmail.com,Umay Ardianto,MANAJEMEN KEUANGAN,28,17,5,95,33,14,3,118,213
TES-AKD-2026-00242,titinprati256@outlook.com,Titin Pratiwi,MANAJEMEN KEUANGAN,29,17,4,99,30,15,5,105,204
TES-AKD-2026-00243,salimahlak380@gmail.com,Salimah Laksita,TEKNIK MESIN,39,9,2,147,30,16,4,104,251
TES-AKD-2026-00244,julirahima31@outlook.com,Juli Rahimah,SAFETY ENGINEERING,37,10,3,138,33,16,1,116,254
TES-AKD-2026-00245,halimakusm620@gmail.com,Halima Kusmawati,PSIKOLOGI,28,22,0,90,40,10,0,150,240
TES-AKD-2026-00246,uliastuti910@outlook.com,Uli Astuti,SUPPLY CHAIN MANAGEMENT,34,11,5,125,24,22,4,74,199
TES-AKD-2026-00247,olivianura932@gmail.com,Olivia Nuraini,TEKNIK KIMIA,27,23,0,85,32,14,4,114,199
TES-AKD-2026-00248,oliviapusp189@yahoo.com,Olivia Puspasari,TEKNIK LISTRIK,35,11,4,129,28,21,1,91,220
TES-AKD-2026-00249,luhungwido182@gmail.com,Luhung Widodo,MANAJEMEN PEMASARAN,38,12,0,140,32,17,1,111,251
TES-AKD-2026-00250,rinisuryat901@outlook.com,Rini Suryatmi,HUKUM,32,16,2,112,30,17,3,103,215
TES-AKD-2026-00251,lilipuspas16@outlook.com,Lili Puspasari,MANAJEMEN PEMASARAN,38,8,4,144,37,11,2,137,281
TES-AKD-2026-00252,aurorawahy703@yahoo.com,Aurora Wahyuni,TEKNIK PERTAMBANGAN,41,7,2,157,28,22,0,90,247
TES-AKD-2026-00253,bahuwiryap921@pln.co.id,Bahuwirya Prayoga,TEKNIK SIPIL,43,7,0,165,25,20,5,80,245
TES-AKD-2026-00254,gamantohid137@yahoo.com,Gamanto Hidayat,PUBLIC POLICY,26,21,3,83,35,10,5,130,213
TES-AKD-2026-00255,ananuraini578@gmail.com,Ana Nuraini,PROGRAM STUDI LAINNYA NON TEKNIK,46,2,2,182,30,17,3,103,285
TES-AKD-2026-00256,rizkihalim499@outlook.com,Rizki Halim,TEKNIK INFORMATIKA,31,17,2,107,28,21,1,91,198
TES-AKD-2026-00257,lasmantowi436@pln.co.id,Lasmanto Wibowo,MATEMATIKA,41,8,1,156,37,9,4,139,295
TES-AKD-2026-00258,wawanmansu753@gmail.com,Wawan Mansur,MANAJEMEN PROYEK,33,16,1,116,31,18,1,106,222
TES-AKD-2026-00259,queenhasan479@outlook.com,Queen Hasanah,KOMUNIKASI,36,9,5,135,36,9,5,135,270
TES-AKD-2026-00260,warsamansu671@gmail.com,Warsa Mansur,TEKNIK KIMIA,44,3,3,173,31,14,5,110,283
TES-AKD-2026-00261,dodomustof250@yahoo.com,Dodo Mustofa,TEKNIK SIPIL,36,14,0,130,29,18,3,98,228
TES-AKD-2026-00262,ratnaperma474@outlook.com,Ratna Permata,SUPPLY CHAIN MANAGEMENT,32,13,5,115,19,28,3,48,163
TES-AKD-2026-00263,kamilawahy959@outlook.com,Kamila Wahyuni,AKUNTANSI,24,26,0,70,25,20,5,80,150
TES-AKD-2026-00264,deviusada407@pln.co.id,Devi Usada,ADMINISTRASI BISNIS,31,17,2,107,32,15,3,113,220
TES-AKD-2026-00265,harsantowa436@outlook.com,Harsanto Wasita,PSIKOLOGI,27,19,4,89,42,6,2,162,251
TES-AKD-2026-00266,ciciyuniar838@outlook.com,Cici Yuniar,TEKNIK PERTAMBANGAN,35,15,0,125,23,22,5,70,195
TES-AKD-2026-00267,galihsihom865@outlook.com,Galih Sihombing,MANAJEMEN BISNIS,39,11,0,145,32,16,2,112,257
TES-AKD-2026-00268,nurulhalim813@gmail.com,Nurul Halimah,MANAJEMEN,40,7,3,153,28,21,1,91,244
TES-AKD-2026-00269,darijanpra858@outlook.com,Darijan Pradipta,TEKNIK KIMIA,40,10,0,150,44,3,3,173,323
TES-AKD-2026-00270,tirtasihom505@outlook.com,Tirta Sihombing,DATA SCIENCE,39,8,3,148,21,24,5,60,208
TES-AKD-2026-00271,martakaman492@outlook.com,Martaka Mandala,TEKNIK BIOENERGI,31,14,5,110,17,28,5,40,150
TES-AKD-2026-00272,queenprast559@yahoo.com,Queen Prastuti,TEKNIK LISTRIK,27,19,4,89,23,27,0,65,154
TES-AKD-2026-00273,nilamsudia695@outlook.com,Nilam Sudiati,KOMUNIKASI,30,18,2,102,28,20,2,92,194
TES-AKD-2026-00274,mitragunaw246@yahoo.com,Mitra Gunawan,MANAJEMEN PROYEK,28,17,5,95,34,15,1,121,216
TES-AKD-2026-00275,maryantowa655@gmail.com,Maryanto Wahyudin,ENERGI BARU TERBARUKAN,21,27,2,57,30,16,4,104,161
TES-AKD-2026-00276,usyipudjia70@outlook.com,Usyi Pudjiastuti,TEKNIK ELEKTRO,38,10,2,142,22,27,1,61,203
TES-AKD-2026-00277,yogaanggri485@outlook.com,Yoga Anggriawan,AKUNTANSI,29,20,1,96,43,4,3,168,264
TES-AKD-2026-00278,bahuraksad497@yahoo.com,Bahuraksa Dongoran,KONVERSI ENERGI,28,19,3,93,29,20,1,96,189
TES-AKD-2026-00279,ratihsafit737@yahoo.com,Ratih Safitri,HUKUM,35,12,3,128,25,20,5,80,208
TES-AKD-2026-00280,sarahwijay318@gmail.com,Sarah Wijayanti,MANAJEMEN PEMASARAN,40,5,5,155,32,16,2,112,267
TES-AKD-2026-00281,auroranovi317@yahoo.com,Aurora Novitasari,ADMINISTRASI,28,17,5,95,22,28,0,60,155
TES-AKD-2026-00282,nardinapit391@outlook.com,Nardi Napitupulu,ADMINISTRASI BISNIS,34,13,3,123,26,20,4,84,207
TES-AKD-2026-00283,cengkirput740@pln.co.id,Cengkir Putra,TEKNIK INFORMATIKA,31,15,4,109,37,9,4,139,248
TES-AKD-2026-00284,ayufujiati570@yahoo.com,Ayu Fujiati,ADMINISTRASI,16,33,1,31,27,23,0,85,116
TES-AKD-2026-00285,hardisuryo767@pln.co.id,Hardi Suryono,MANAJEMEN,39,6,5,150,38,7,5,145,295
TES-AKD-2026-00286,ajengmayas931@gmail.com,Ajeng Mayasari,ADMINISTRASI BISNIS,29,17,4,99,28,22,0,90,189
TES-AKD-2026-00287,cawukpange168@yahoo.com,Cawuk Pangestu,TEKNIK LISTRIK,37,13,0,135,32,15,3,113,248
TES-AKD-2026-00288,ulyakuswan170@outlook.com,Ulya Kuswandari,MANAJEMEN BISNIS,23,23,4,69,33,16,1,116,185
TES-AKD-2026-00289,carlarahay500@outlook.com,Carla Rahayu,SAFETY ENGINEERING,31,18,1,106,41,8,1,156,262
TES-AKD-2026-00290,jessicahas907@pln.co.id,Jessica Hassanah,BIG DATA DAN BUSINESS INTELLIGENCE,43,4,3,168,35,12,3,128,296
TES-AKD-2026-00291,raisaagust375@yahoo.com,Raisa Agustina,TEKNIK GEODESI,27,18,5,90,29,18,3,98,188
TES-AKD-2026-00292,hardanapra582@outlook.com,Hardana Pratama,MANAJEMEN RISIKO,48,0,2,192,47,2,1,186,378
TES-AKD-2026-00293,mustikasur751@yahoo.com,Mustika Suryono,DATA SCIENCE,30,19,1,101,21,24,5,60,161
TES-AKD-2026-00294,panjiwahyu752@outlook.com,Panji Wahyudin,KONVERSI ENERGI,24,24,2,72,28,19,3,93,165
TES-AKD-2026-00295,damuwinarn727@yahoo.com,Damu Winarno,DATA SCIENCE,47,1,2,187,21,26,3,58,245
TES-AKD-2026-00296,cahyantopr748@outlook.com,Cahyanto Prasetyo,TEKNIK GEODESI,28,17,5,95,36,10,4,134,229
TES-AKD-2026-00297,perkasaper90@yahoo.com,Perkasa Permadi,TEKNIK MESIN,46,0,4,184,27,18,5,90,274
TES-AKD-2026-00298,prayogatha692@yahoo.com,Prayoga Thamrin,KONVERSI ENERGI,31,17,2,107,30,16,4,104,211
TES-AKD-2026-00299,gandiprano890@gmail.com,Gandi Pranowo,PROGRAM STUDI LAINNYA TEKNIK,47,0,3,188,18,29,3,43,231
TES-AKD-2026-00300,septifarid564@gmail.com,Septi Farida,TEKNIK INDUSTRI,34,16,0,120,35,13,2,127,247
TES-AKD-2026-00301,tantrifari21@gmail.com,Tantri Farida,MANAJEMEN RISIKO,31,18,1,106,40,7,3,153,259
TES-AKD-2026-00302,zalindranu486@outlook.com,Zalindra Nurdiyanti,MATEMATIKA,28,21,1,91,39,8,3,148,239
TES-AKD-2026-00303,nilamsafit671@outlook.com,Nilam Safitri,TEKNIK PERTAMBANGAN,43,4,3,168,38,11,1,141,309
TES-AKD-2026-00304,lanjarsapu652@pln.co.id,Lanjar Saputra,TEKNIK BIOENERGI,19,27,4,49,12,36,2,12,61
TES-AKD-2026-00305,amilailasa514@pln.co.id,Ami Lailasari,TEKNIK MATERIAL,26,20,4,84,46,0,4,184,268
TES-AKD-2026-00306,hastafirga339@yahoo.com,Hasta Firgantoro,TEKNIK LINGKUNGAN,44,2,4,174,40,8,2,152,326
TES-AKD-2026-00307,simonsireg953@yahoo.com,Simon Siregar,TEKNIK MESIN,21,24,5,60,37,9,4,139,199
TES-AKD-2026-00308,viviandria453@yahoo.com,Vivi Andriani,SUPPLY CHAIN MANAGEMENT,32,14,4,114,33,14,3,118,232
TES-AKD-2026-00309,mahfudwahy941@outlook.com,Mahfud Wahyudin,MANAJEMEN PROYEK,35,13,2,127,32,17,1,111,238
TES-AKD-2026-00310,adikafirma361@yahoo.com,Adika Firmansyah,MANAJEMEN PEMASARAN,22,28,0,60,27,23,0,85,145
TES-AKD-2026-00311,shakilafuj580@outlook.com,Shakila Fujiati,PSIKOLOGI,30,17,3,103,18,31,1,41,144
TES-AKD-2026-00312,halimawahy646@yahoo.com,Halima Wahyuni,DATA SCIENCE,34,16,0,120,28,17,5,95,215
TES-AKD-2026-00313,jamaliapud208@pln.co.id,Jamalia Pudjiastuti,ENERGI BARU TERBARUKAN,40,10,0,150,22,25,3,63,213
TES-AKD-2026-00314,teddywidod24@outlook.com,Teddy Widodo,MANAJEMEN PEMASARAN,46,3,1,181,30,18,2,102,283
TES-AKD-2026-00315,novahanday174@pln.co.id,Nova Handayani,TEKNIK ELEKTRO,34,14,2,122,33,14,3,118,240
TES-AKD-2026-00316,lurhurhuta516@yahoo.com,Lurhur Hutasoit,SUPPLY CHAIN MANAGEMENT,31,17,2,107,29,18,3,98,205
TES-AKD-2026-00317,evamelani60@outlook.com,Eva Melani,TEKNIK KIMIA,44,6,0,170,32,18,0,110,280
TES-AKD-2026-00318,sarahpuspi616@outlook.com,Sarah Puspita,MANAJEMEN BISNIS,37,9,4,139,29,16,5,100,239
TES-AKD-2026-00319,sucinurdiy952@outlook.com,Suci Nurdiyanti,ENERGI BARU TERBARUKAN,22,26,2,62,21,26,3,58,120
TES-AKD-2026-00320,umioktavia165@pln.co.id,Umi Oktaviani,TEKNIK MESIN,40,8,2,152,27,21,2,87,239
TES-AKD-2026-00321,kenesperma98@pln.co.id,Kenes Permadi,MANAJEMEN RISIKO,20,28,2,52,40,8,2,152,204
TES-AKD-2026-00322,gantarraja410@outlook.com,Gantar Rajata,SUPPLY CHAIN MANAGEMENT,29,21,0,95,24,23,3,73,168
TES-AKD-2026-00323,sabrinawul994@outlook.com,Sabrina Wulandari,MANAJEMEN INVESTASI BANK,28,20,2,92,26,24,0,80,172
TES-AKD-2026-00324,restupadma890@yahoo.com,Restu Padmasari,TEKNIK SIPIL,32,15,3,113,43,3,4,169,282
TES-AKD-2026-00325,sidiqthamr958@outlook.com,Sidiq Thamrin,MANAJEMEN INVESTASI BANK,28,20,2,92,42,8,0,160,252
TES-AKD-2026-00326,panjimarbu191@yahoo.com,Panji Marbun,MANAJEMEN RISIKO,27,21,2,87,31,18,1,106,193
TES-AKD-2026-00327,lailaanggr588@outlook.com,Laila Anggraini,TEKNIK LISTRIK,33,15,2,117,30,18,2,102,219
TES-AKD-2026-00328,galangsuwa178@outlook.com,Galang Suwarno,KESELAMATAN DAN KESEHATAN KERJA,29,17,4,99,33,17,0,115,214
TES-AKD-2026-00329,balanggawa643@pln.co.id,Balangga Waskita,TEKNIK SIPIL,21,29,0,55,31,14,5,110,165
TES-AKD-2026-00330,rahayuuyai387@yahoo.com,Rahayu Uyainah,TEKNIK INDUSTRI,42,8,0,160,30,17,3,103,263
TES-AKD-2026-00331,gildasafit950@outlook.com,Gilda Safitri,HUKUM,25,21,4,79,25,21,4,79,158
TES-AKD-2026-00332,lukitasuwa757@pln.co.id,Lukita Suwarno,ADMINISTRASI BISNIS,30,20,0,100,21,25,4,59,159
TES-AKD-2026-00333,halimthamr112@yahoo.com,Halim Thamrin,ELEKTRONIKA DAN INSTRUMENTASI,29,19,2,97,12,38,0,10,107
TES-AKD-2026-00334,rainaoktav373@outlook.com,Raina Oktaviani,PROGRAM STUDI LAINNYA NON TEKNIK,33,13,4,119,28,20,2,92,211
TES-AKD-2026-00335,lanjarnajm908@yahoo.com,Lanjar Najmudin,MANAJEMEN KEUANGAN,32,18,0,110,25,21,4,79,189
TES-AKD-2026-00336,daniswaran513@outlook.com,Daniswara Nainggolan,TEKNIK ELEKTRO,33,12,5,120,39,8,3,148,268
TES-AKD-2026-00337,pangestupe440@pln.co.id,Pangestu Permadi,ADMINISTRASI BISNIS,42,4,4,164,31,19,0,105,269
TES-AKD-2026-00338,zaenabmard14@outlook.com,Zaenab Mardhiyah,PSIKOLOGI,39,9,2,147,30,18,2,102,249
TES-AKD-2026-00339,nilammardh546@pln.co.id,Nilam Mardhiyah,MANAJEMEN,30,16,4,104,42,4,4,164,268
TES-AKD-2026-00340,taufikmaul878@gmail.com,Taufik Maulana,MANAJEMEN ASET,19,29,2,47,43,6,1,166,213
TES-AKD-2026-00341,balamantri783@yahoo.com,Balamantri Damanik,TEKNIK MESIN,32,15,3,113,26,23,1,81,194
TES-AKD-2026-00342,jamilprano824@outlook.com,Jamil Pranowo,PUBLIC POLICY,34,11,5,125,37,8,5,140,265
TES-AKD-2026-00343,bagusbudim701@yahoo.com,Bagus Budiman,DATA SCIENCE,25,20,5,80,28,17,5,95,175
TES-AKD-2026-00344,irmahanday986@yahoo.com,Irma Handayani,TEKNIK KIMIA,34,14,2,122,24,25,1,71,193
TES-AKD-2026-00345,putiastuti476@outlook.com,Puti Astuti,TEKNIK BIOENERGI,40,9,1,151,24,26,0,70,221
TES-AKD-2026-00346,rinasafitr554@gmail.com,Rina Safitri,ADMINISTRASI BISNIS,44,2,4,174,17,32,1,36,210
TES-AKD-2026-00347,ekasudiati556@pln.co.id,Eka Sudiati,TEKNIK MESIN,47,0,3,188,27,22,1,86,274
TES-AKD-2026-00348,taniamulya364@yahoo.com,Tania Mulyani,PUBLIC POLICY,26,20,4,84,30,15,5,105,189
TES-AKD-2026-00349,herunatsir32@gmail.com,Heru Natsir,KESELAMATAN DAN KESEHATAN KERJA,30,19,1,101,36,14,0,130,231
TES-AKD-2026-00350,asmunitham982@pln.co.id,Asmuni Thamrin,HUKUM,25,21,4,79,34,15,1,121,200
TES-AKD-2026-00351,febihalima686@yahoo.com,Febi Halimah,MANAJEMEN KEUANGAN,40,5,5,155,36,9,5,135,290
TES-AKD-2026-00352,novapurwan898@gmail.com,Nova Purwanti,TEKNIK BIOENERGI,38,12,0,140,33,16,1,116,256
TES-AKD-2026-00353,dewipuspit286@outlook.com,Dewi Puspita,ENERGI BARU TERBARUKAN,37,9,4,139,37,10,3,138,277
TES-AKD-2026-00354,puspaaryan148@pln.co.id,Puspa Aryani,TEKNIK ELEKTRO,32,15,3,113,35,15,0,125,238
TES-AKD-2026-00355,tasnimnapi74@yahoo.com,Tasnim Napitupulu,ELEKTRONIKA DAN INSTRUMENTASI,25,24,1,76,38,8,4,144,220
TES-AKD-2026-00356,maimunahla899@gmail.com,Maimunah Laksmiwati,DATA SCIENCE,37,8,5,140,15,30,5,30,170
TES-AKD-2026-00357,mujurgunaw576@pln.co.id,Mujur Gunawan,PUBLIC POLICY,25,21,4,79,19,29,2,47,126
TES-AKD-2026-00358,eliharyant139@outlook.com,Eli Haryanti,DIGITAL MARKETING DAN ANALYTICS,24,24,2,72,35,15,0,125,197
TES-AKD-2026-00359,narjinashi713@pln.co.id,Narji Nashiruddin,KEUANGAN,26,20,4,84,30,18,2,102,186
TES-AKD-2026-00360,ikhsanprak332@pln.co.id,Ikhsan Prakasa,KONVERSI ENERGI,28,18,4,94,27,21,2,87,181
TES-AKD-2026-00361,irsadsitor94@outlook.com,Irsad Sitorus,TEKNIK KIMIA,40,10,0,150,28,19,3,93,243
TES-AKD-2026-00362,zalindrana980@pln.co.id,Zalindra Namaga,MANAJEMEN PEMASARAN,30,16,4,104,32,15,3,113,217
TES-AKD-2026-00363,lalazulaik307@outlook.com,Lala Zulaika,ADMINISTRASI BISNIS,29,19,2,97,32,13,5,115,212
TES-AKD-2026-00364,ellispadma697@outlook.com,Ellis Padmasari,SUPPLY CHAIN MANAGEMENT,25,20,5,80,32,15,3,113,193
TES-AKD-2026-00365,wirahutape653@outlook.com,Wira Hutapea,MANAJEMEN,35,10,5,130,35,15,0,125,255
TES-AKD-2026-00366,lidyahasan937@gmail.com,Lidya Hasanah,MANAJEMEN PEMASARAN,30,18,2,102,18,28,4,44,146
TES-AKD-2026-00367,gangsasala851@gmail.com,Gangsa Salahudin,TEKNIK INDUSTRI,33,16,1,116,27,19,4,89,205
TES-AKD-2026-00368,limanthamr313@pln.co.id,Liman Thamrin,DATA SCIENCE,26,21,3,83,26,19,5,85,168
TES-AKD-2026-00369,cinthiapra433@pln.co.id,Cinthia Prastuti,MANAJEMEN PEMASARAN,37,8,5,140,32,17,1,111,251
TES-AKD-2026-00370,malikawahy161@gmail.com,Malika Wahyuni,TEKNIK INFORMATIKA,36,12,2,132,39,6,5,150,282
TES-AKD-2026-00371,vimanutama307@outlook.com,Viman Utama,MANAJEMEN KEUANGAN,15,31,4,29,28,22,0,90,119
TES-AKD-2026-00372,ziziwinars804@outlook.com,Zizi Winarsih,DIGITAL MARKETING DAN ANALYTICS,32,16,2,112,26,20,4,84,196
TES-AKD-2026-00373,zeldahalim801@gmail.com,Zelda Halimah,TEKNIK INDUSTRI,44,4,2,172,17,29,4,39,211
TES-AKD-2026-00374,tinaprastu563@gmail.com,Tina Prastuti,TEKNIK ELEKTRO,35,13,2,127,46,3,1,181,308
TES-AKD-2026-00375,pariswulan630@gmail.com,Paris Wulandari,TEKNIK GEODESI,42,8,0,160,28,20,2,92,252
TES-AKD-2026-00376,paulinnurd978@yahoo.com,Paulin Nurdiyanti,TEKNIK GEOLOGI,29,18,3,98,40,5,5,155,253
TES-AKD-2026-00377,kiandrarah679@pln.co.id,Kiandra Rahayu,AKUNTANSI,21,27,2,57,36,11,3,133,190
TES-AKD-2026-00378,sabrinanas471@outlook.com,Sabrina Nasyiah,MANAJEMEN KEUANGAN,43,4,3,168,36,14,0,130,298
TES-AKD-2026-00379,kuntharabu625@gmail.com,Kunthara Budiman,TEKNIK BIOENERGI,32,17,1,111,28,22,0,90,201
TES-AKD-2026-00380,bancarjanu23@outlook.com,Bancar Januar,DATA SCIENCE,23,22,5,70,39,9,2,147,217
TES-AKD-2026-00381,viktornapi403@outlook.com,Viktor Napitupulu,MANAJEMEN BISNIS,26,20,4,84,36,11,3,133,217
TES-AKD-2026-00382,janetprast933@pln.co.id,Janet Prastuti,KOMUNIKASI,45,1,4,179,42,5,3,163,342
TES-AKD-2026-00383,zahralesta805@yahoo.com,Zahra Lestari,TEKNIK MATERIAL,34,13,3,123,37,10,3,138,261
TES-AKD-2026-00384,kamilazula310@pln.co.id,Kamila Zulaika,AKUNTANSI,27,21,2,87,26,24,0,80,167
TES-AKD-2026-00385,windamayas49@yahoo.com,Winda Mayasari,PSIKOLOGI,30,16,4,104,29,19,2,97,201
TES-AKD-2026-00386,cecepanggr727@pln.co.id,Cecep Anggriawan,SUPPLY CHAIN MANAGEMENT,32,17,1,111,19,29,2,47,158
TES-AKD-2026-00387,yunitanurd715@outlook.com,Yunita Nurdiyanti,KONVERSI ENERGI,31,15,4,109,34,11,5,125,234
TES-AKD-2026-00388,opheliasua315@yahoo.com,Ophelia Suartini,TEKNIK LINGKUNGAN,34,12,4,124,30,19,1,101,225
TES-AKD-2026-00389,taripratiw450@yahoo.com,Tari Pratiwi,BIG DATA DAN BUSINESS INTELLIGENCE,22,23,5,65,33,12,5,120,185
TES-AKD-2026-00390,galuhmusto748@gmail.com,Galuh Mustofa,DIGITAL MARKETING DAN ANALYTICS,32,14,4,114,25,25,0,75,189
TES-AKD-2026-00391,dodomangun67@pln.co.id,Dodo Mangunsong,TEKNIK GEOLOGI,45,3,2,177,26,20,4,84,261
TES-AKD-2026-00392,jonositumo558@gmail.com,Jono Situmorang,TEKNIK INDUSTRI,36,14,0,130,39,10,1,146,276
TES-AKD-2026-00393,yunihastut222@outlook.com,Yuni Hastuti,ENERGI BARU TERBARUKAN,35,14,1,126,38,12,0,140,266
TES-AKD-2026-00394,kalimsamos321@pln.co.id,Kalim Samosir,TEKNIK MESIN,36,10,4,134,42,7,1,161,295
TES-AKD-2026-00395,oskarnugro81@outlook.com,Oskar Nugroho,SUPPLY CHAIN MANAGEMENT,35,14,1,126,38,9,3,143,269
TES-AKD-2026-00396,violetwast923@gmail.com,Violet Wastuti,MANAJEMEN ASET,32,17,1,111,27,23,0,85,196
TES-AKD-2026-00397,faizahpras151@gmail.com,Faizah Prastuti,SUPPLY CHAIN MANAGEMENT,37,10,3,138,30,17,3,103,241
TES-AKD-2026-00398,juliaharya10@yahoo.com,Julia Haryanti,TEKNIK INDUSTRI,45,3,2,177,43,5,2,167,344
TES-AKD-2026-00399,raisapudji491@yahoo.com,Raisa Pudjiastuti,ENERGI BARU TERBARUKAN,24,26,0,70,7,38,5,-10,60
TES-AKD-2026-00400,baktionobu448@yahoo.com,Baktiono Budiyanto,TEKNIK GEOLOGI,33,17,0,115,19,27,4,49,164
TES-AKD-2026-00401,rafisetiaw496@outlook.com,Rafi Setiawan,AKUNTANSI,19,31,0,45,32,17,1,111,156
