NO TES,EMAIL,NAMA,PRODI,SKOR,REKOMENDASI,HASIL
TES-AKD-2026-00792,maimunahpu703@outlook.com,Maimunah Purwanti,ENERGI BARU TERBARUKAN,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00799,amipalastr980@yahoo.com,Ami Palastri,TEKNIK KIMIA,24,DISARANKAN,LOLOS
TES-AKD-2026-00803,vinositoru89@gmail.com,Vino Sitorus,TEKNIK MESIN,22,DISARANKAN,LOLOS
TES-AKD-2026-00806,belindaagu230@yahoo.com,Belinda Agustina,TEKNIK BIOENERGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00808,damuhutape259@outlook.com,Damu Hutapea,MANAJEMEN KEUANGAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00811,donogunawa103@pln.co.id,Dono Gunawan,ENERGI BARU TERBARUKAN,22,DISARANKAN,LOLOS
TES-AKD-2026-00822,vanesahass579@pln.co.id,Vanesa Hassanah,TEKNIK INDUSTRI,27,DISARANKAN,LOLOS
TES-AKD-2026-00831,emongwasit538@gmail.com,Emong Wasita,TEKNIK LINGKUNGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-00834,ellawinars432@pln.co.id,Ella Winarsih,TEKNIK BIOENERGI,21,DISARANKAN,LOLOS
TES-AKD-2026-00836,egahutagal522@outlook.com,Ega Hutagalung,MANAJEMEN ASET,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00837,bambanghal407@outlook.com,Bambang Halim,MANAJEMEN BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00844,mursininis704@outlook.com,Mursinin Iswahyudi,MANAJEMEN BISNIS,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00849,jagaragala128@yahoo.com,Jagaraga Lazuardi,TEKNIK BIOENERGI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00851,olgasapton670@outlook.com,Olga Saptono,TEKNIK SIPIL,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00854,novinasyia894@outlook.com,Novi Nasyiah,DATA SCIENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00855,anarahayu434@pln.co.id,Ana Rahayu,TEKNIK ELEKTRO,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00870,nasabhutap589@gmail.com,Nasab Hutapea,SUPPLY CHAIN MANAGEMENT,23,DISARANKAN,LOLOS
TES-AKD-2026-00871,deviusada956@yahoo.com,Devi Usada,TEKNIK INDUSTRI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00872,mamanhardi781@outlook.com,Maman Hardiansyah,DATA SCIENCE,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00874,paulinyola554@gmail.com,Paulin Yolanda,TEKNIK BIOENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-00878,nadinepert601@yahoo.com,Nadine Pertiwi,MANAJEMEN BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00880,elisausama55@outlook.com,Elisa Usamah,MANAJEMEN PROYEK,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00881,udapangest947@pln.co.id,Uda Pangestu,MANAJEMEN PEMASARAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00884,shaniaagus342@yahoo.com,Shania Agustina,ENERGI BARU TERBARUKAN,21,DISARANKAN,LOLOS
TES-AKD-2026-00887,ekaastuti704@yahoo.com,Eka Astuti,TEKNIK MATERIAL,25,DISARANKAN,LOLOS
TES-AKD-2026-00889,waninasyid286@gmail.com,Wani Nasyidah,KOMUNIKASI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00892,opheliawij697@pln.co.id,Ophelia Wijayanti,TEKNIK SIPIL,25,DISARANKAN,LOLOS
TES-AKD-2026-00896,edisonsira412@gmail.com,Edison Sirait,DIGITAL MARKETING DAN ANALYTICS,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00902,vanyasafit512@yahoo.com,Vanya Safitri,MANAJEMEN BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-00903,gaimanangg122@yahoo.com,Gaiman Anggriawan,TEKNIK BIOENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-00909,anastasian360@pln.co.id,Anastasia Nasyidah,TEKNIK INDUSTRI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00910,omarwaskit176@gmail.com,Omar Waskita,TEKNIK GEOLOGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00912,qorihalima556@pln.co.id,Qori Halimah,TEKNIK PERTAMBANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00913,gilangfirm469@pln.co.id,Gilang Firmansyah,TEKNIK KIMIA,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00917,karimahmar218@pln.co.id,Karimah Mardhiyah,DIGITAL MARKETING DAN ANALYTICS,30,DISARANKAN,LOLOS
TES-AKD-2026-00923,ramaramada547@yahoo.com,Rama Ramadan,DATA SCIENCE,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00935,ayupadmasa156@pln.co.id,Ayu Padmasari,TEKNIK ELEKTRO,24,DISARANKAN,LOLOS
TES-AKD-2026-00938,prabukusum535@pln.co.id,Prabu Kusumo,PUBLIC POLICY,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00950,gawatiyuli837@yahoo.com,Gawati Yuliarti,MANAJEMEN KEUANGAN,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00955,rafimaryad768@gmail.com,Rafi Maryadi,ADMINISTRASI BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00957,marsitomus936@outlook.com,Marsito Mustofa,KESELAMATAN DAN KESEHATAN KERJA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00961,mayamaryat751@gmail.com,Maya Maryati,TEKNIK INFORMATIKA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00966,cakrawangs517@outlook.com,Cakrawangsa Saptono,ADMINISTRASI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00970,larasmarya640@yahoo.com,Laras Maryati,ELEKTRONIKA DAN INSTRUMENTASI,22,DISARANKAN,LOLOS
TES-AKD-2026-00971,umiwijayan75@outlook.com,Umi Wijayanti,TEKNIK MESIN,22,DISARANKAN,LOLOS
TES-AKD-2026-00972,hanipurnaw247@outlook.com,Hani Purnawati,PROGRAM STUDI LAINNYA NON TEKNIK,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-00979,tirahasana607@outlook.com,Tira Hasanah,MANAJEMEN PEMASARAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-00986,gambirameg291@pln.co.id,Gambira Megantara,TEKNIK ELEKTRO,24,DISARANKAN,LOLOS
TES-AKD-2026-00994,asirwandad509@yahoo.com,Asirwanda Dabukke,PSIKOLOGI,22,DISARANKAN,LOLOS
TES-AKD-2026-00998,elmafujiat439@outlook.com,Elma Fujiati,MANAJEMEN BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-01002,azaleapala728@gmail.com,Azalea Palastri,MANAJEMEN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01012,almiranurd346@outlook.com,Almira Nurdiyanti,TEKNIK INDUSTRI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01013,mustofasim339@pln.co.id,Mustofa Simanjuntak,MANAJEMEN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01019,emasbudiya164@outlook.com,Emas Budiyanto,ENERGI BARU TERBARUKAN,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01032,verahassan66@yahoo.com,Vera Hassanah,AKUNTANSI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01035,rudihabibi619@gmail.com,Rudi Habibi,TEKNIK INFORMATIKA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01040,dimasdongo722@gmail.com,Dimas Dongoran,MATEMATIKA,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01045,idanasyiah409@outlook.com,Ida Nasyiah,TEKNIK LISTRIK,29,DISARANKAN,LOLOS
TES-AKD-2026-01046,pranatawib98@pln.co.id,Pranata Wibisono,SUPPLY CHAIN MANAGEMENT,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01047,melindahas702@yahoo.com,Melinda Hassanah,TEKNIK INFORMATIKA,24,DISARANKAN,LOLOS
TES-AKD-2026-01051,wulanoktav405@gmail.com,Wulan Oktaviani,MANAJEMEN BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01052,asmansetia718@gmail.com,Asman Setiawan,MANAJEMEN BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-01064,zamirautam175@yahoo.com,Zamira Utami,MANAJEMEN BISNIS,25,DISARANKAN,LOLOS
TES-AKD-2026-01071,virmansira665@outlook.com,Virman Sirait,ADMINISTRASI BISNIS,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01074,estionosit854@pln.co.id,Estiono Sitorus,KESELAMATAN DAN KESEHATAN KERJA,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01078,najwaandri534@outlook.com,Najwa Andriani,DATA SCIENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01080,alikaagust973@pln.co.id,Alika Agustina,PSIKOLOGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01084,gamanisire143@yahoo.com,Gamani Siregar,TEKNIK MESIN,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01086,tinarahima863@pln.co.id,Tina Rahimah,KOMUNIKASI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01087,janerahmaw822@gmail.com,Jane Rahmawati,ADMINISTRASI BISNIS,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01098,novautami708@outlook.com,Nova Utami,ADMINISTRASI BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-01099,jatidabukk26@outlook.com,Jati Dabukke,AKUNTANSI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01101,ulinovitas504@gmail.com,Uli Novitasari,SUPPLY CHAIN MANAGEMENT,22,DISARANKAN,LOLOS
TES-AKD-2026-01105,ikaoktavia956@outlook.com,Ika Oktaviani,MANAJEMEN PEMASARAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01109,usyinurain243@yahoo.com,Usyi Nuraini,TEKNIK ELEKTRO,23,DISARANKAN,LOLOS
TES-AKD-2026-01110,darsirahku575@gmail.com,Darsirah Kurniawan,MANAJEMEN KEUANGAN,28,DISARANKAN,LOLOS
TES-AKD-2026-01117,agusnababa956@gmail.com,Agus Nababan,PUBLIC POLICY,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01119,virmanraja469@yahoo.com,Virman Rajata,TEKNIK LISTRIK,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01125,damuwacana15@yahoo.com,Damu Wacana,SAFETY ENGINEERING,24,DISARANKAN,LOLOS
TES-AKD-2026-01128,raharjasan205@yahoo.com,Raharja Santoso,TEKNIK BIOENERGI,21,DISARANKAN,LOLOS
TES-AKD-2026-01131,estionojai548@yahoo.com,Estiono Jailani,ADMINISTRASI BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-01133,pardisapto743@yahoo.com,Pardi Saptono,HUKUM,25,DISARANKAN,LOLOS
TES-AKD-2026-01135,kaylasusan590@outlook.com,Kayla Susanti,TEKNIK LISTRIK,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01137,irausamah657@gmail.com,Ira Usamah,TEKNIK INDUSTRI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01138,patriciala887@outlook.com,Patricia Laksmiwati,TEKNIK BIOENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-01140,ameliayola785@gmail.com,Amelia Yolanda,TEKNIK BIOENERGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01141,nabilanama887@gmail.com,Nabila Namaga,TEKNIK INDUSTRI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01144,balapradan339@yahoo.com,Bala Pradana,TEKNIK INFORMATIKA,25,DISARANKAN,LOLOS
TES-AKD-2026-01154,ginanasyia88@outlook.com,Gina Nasyiah,DIGITAL MARKETING DAN ANALYTICS,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01158,rininasyia635@yahoo.com,Rini Nasyiah,MANAJEMEN PROYEK,22,DISARANKAN,LOLOS
TES-AKD-2026-01159,dartonosit698@pln.co.id,Dartono Situmorang,MANAJEMEN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01164,citraoktav440@outlook.com,Citra Oktaviani,TEKNIK GEODESI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01166,juliaprast732@yahoo.com,Julia Prastuti,MANAJEMEN KEUANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01175,bahuwarnap151@outlook.com,Bahuwarna Pradana,TEKNIK ELEKTRO,21,DISARANKAN,LOLOS
TES-AKD-2026-01176,maimunahha882@gmail.com,Maimunah Halimah,DATA SCIENCE,21,DISARANKAN,LOLOS
TES-AKD-2026-01178,belindakus938@pln.co.id,Belinda Kuswandari,MANAJEMEN BISNIS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01186,balanggaha261@outlook.com,Balangga Habibi,MANAJEMEN,21,DISARANKAN,LOLOS
TES-AKD-2026-01189,maidanurdi523@pln.co.id,Maida Nurdiyanti,MANAJEMEN PROYEK,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01192,ameliayuli317@gmail.com,Amelia Yuliarti,TEKNIK ELEKTRO,23,DISARANKAN,LOLOS
TES-AKD-2026-01203,saktihakim288@pln.co.id,Sakti Hakim,TEKNIK MESIN,24,DISARANKAN,LOLOS
TES-AKD-2026-01205,irianarahi211@gmail.com,Iriana Rahimah,SUPPLY CHAIN MANAGEMENT,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01206,zaenabutam309@pln.co.id,Zaenab Utami,MANAJEMEN PROYEK,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01214,adityatham826@gmail.com,Aditya Thamrin,MANAJEMEN PEMASARAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01220,waniprastu990@gmail.com,Wani Prastuti,DATA SCIENCE,21,DISARANKAN,LOLOS
TES-AKD-2026-01221,ghanisaefu902@outlook.com,Ghani Saefullah,MANAJEMEN INVESTASI BANK,22,DISARANKAN,LOLOS
TES-AKD-2026-01223,harisuryon701@yahoo.com,Hari Suryono,TEKNIK ELEKTRO,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01234,azaleahari151@yahoo.com,Azalea Hariyah,TEKNIK INDUSTRI,22,DISARANKAN,LOLOS
TES-AKD-2026-01236,dalionowij215@yahoo.com,Daliono Wijaya,TEKNIK PERTAMBANGAN,24,DISARANKAN,LOLOS
TES-AKD-2026-01241,puspausada351@outlook.com,Puspa Usada,PUBLIC POLICY,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01243,jonofirman240@gmail.com,Jono Firmansyah,MANAJEMEN KEUANGAN,27,DISARANKAN,LOLOS
TES-AKD-2026-01245,ilsaagusti51@yahoo.com,Ilsa Agustina,PUBLIC POLICY,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01247,hamzahsito880@outlook.com,Hamzah Sitorus,MANAJEMEN RISIKO,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01249,farahandri670@yahoo.com,Farah Andriani,TEKNIK GEODESI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01257,aisyahmela254@gmail.com,Aisyah Melani,ADMINISTRASI BISNIS,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01272,latifmahen699@gmail.com,Latif Mahendra,KONVERSI ENERGI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01274,jasminyuni363@yahoo.com,Jasmin Yuniar,TEKNIK GEOLOGI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01277,siskarahma307@pln.co.id,Siska Rahmawati,ADMINISTRASI BISNIS,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01300,solehuwais852@pln.co.id,Soleh Uwais,ADMINISTRASI BISNIS,28,DISARANKAN,LOLOS
TES-AKD-2026-01302,baktifirma600@yahoo.com,Bakti Firmansyah,TEKNIK BIOENERGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01306,hafshahang876@yahoo.com,Hafshah Anggraini,TEKNIK PERTAMBANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01318,kartikalak806@yahoo.com,Kartika Laksmiwati,TEKNIK ELEKTRO,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01326,haninovita442@gmail.com,Hani Novitasari,TEKNIK PERTAMBANGAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01333,cakrawangs660@outlook.com,Cakrawangsa Putra,TEKNIK SIPIL,24,DISARANKAN,LOLOS
TES-AKD-2026-01345,amaliaangg140@outlook.com,Amalia Anggraini,SUPPLY CHAIN MANAGEMENT,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01348,wardayaadr990@pln.co.id,Wardaya Adriansyah,SUPPLY CHAIN MANAGEMENT,23,DISARANKAN,LOLOS
TES-AKD-2026-01353,najibdabuk367@yahoo.com,Najib Dabukke,TEKNIK GEODESI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01356,mayafarida403@yahoo.com,Maya Farida,SUPPLY CHAIN MANAGEMENT,24,DISARANKAN,LOLOS
TES-AKD-2026-01367,umipermata226@pln.co.id,Umi Permata,SUPPLY CHAIN MANAGEMENT,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01370,maliksanto625@gmail.com,Malik Santoso,HUKUM,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01371,ulinurdiya848@yahoo.com,Uli Nurdiyanti,DIGITAL MARKETING DAN ANALYTICS,8,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01372,hairyantop493@gmail.com,Hairyanto Prasetya,MANAJEMEN BISNIS,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01374,vimansarag742@yahoo.com,Viman Saragih,PROGRAM STUDI LAINNYA NON TEKNIK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01381,emasmaulan543@outlook.com,Emas Maulana,PSIKOLOGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01390,mahmudpran638@outlook.com,Mahmud Pranowo,AKUNTANSI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01395,amongbudiy690@yahoo.com,Among Budiyanto,BIG DATA DAN BUSINESS INTELLIGENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01399,padmanurdi197@yahoo.com,Padma Nurdiyanti,TEKNIK INDUSTRI,22,DISARANKAN,LOLOS
TES-AKD-2026-01403,kairavwibo962@outlook.com,Kairav Wibowo,KOMUNIKASI,21,DISARANKAN,LOLOS
TES-AKD-2026-01407,violetyuni461@pln.co.id,Violet Yuniar,TEKNIK ELEKTRO,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01428,zahraagust413@gmail.com,Zahra Agustina,ENERGI BARU TERBARUKAN,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01443,ellasuryat38@outlook.com,Ella Suryatmi,MANAJEMEN PROYEK,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01445,yulianahas883@outlook.com,Yuliana Hasanah,SUPPLY CHAIN MANAGEMENT,27,DISARANKAN,LOLOS
TES-AKD-2026-01449,humairalai931@outlook.com,Humaira Lailasari,MANAJEMEN BISNIS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01450,laksanamau794@pln.co.id,Laksana Maulana,ENERGI BARU TERBARUKAN,23,DISARANKAN,LOLOS
TES-AKD-2026-01454,gentanasyi857@yahoo.com,Genta Nasyidah,TEKNIK INDUSTRI,22,DISARANKAN,LOLOS
TES-AKD-2026-01455,windaagust611@yahoo.com,Winda Agustina,MANAJEMEN BISNIS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01464,galihsihom174@gmail.com,Galih Sihombing,TEKNIK LISTRIK,24,DISARANKAN,LOLOS
TES-AKD-2026-01479,nrimaiswah934@outlook.com,Nrima Iswahyudi,MANAJEMEN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01483,anitaprast232@pln.co.id,Anita Prastuti,TEKNIK ELEKTRO,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01485,jaisdongor247@gmail.com,Jais Dongoran,ENERGI BARU TERBARUKAN,25,DISARANKAN,LOLOS
TES-AKD-2026-01494,zulfaperma267@outlook.com,Zulfa Permata,TEKNIK KIMIA,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01496,rahmanfirg51@outlook.com,Rahman Firgantoro,TEKNIK ELEKTRO,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01514,dirjaprada901@gmail.com,Dirja Pradana,HUKUM,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01515,calistawid404@outlook.com,Calista Widiastuti,SUPPLY CHAIN MANAGEMENT,22,DISARANKAN,LOLOS
TES-AKD-2026-01531,cahyadigun449@gmail.com,Cahyadi Gunawan,SAFETY ENGINEERING,30,DISARANKAN,LOLOS
TES-AKD-2026-01532,balaprayog422@yahoo.com,Bala Prayoga,HUKUM,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01535,pangestuzu643@gmail.com,Pangestu Zulkarnain,ENERGI BARU TERBARUKAN,27,DISARANKAN,LOLOS
TES-AKD-2026-01540,nilamlaksi231@outlook.com,Nilam Laksita,TEKNIK SIPIL,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01544,laswimanda845@gmail.com,Laswi Mandala,AKUNTANSI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01546,aisyahnura677@yahoo.com,Aisyah Nuraini,PROGRAM STUDI LAINNYA NON TEKNIK,25,DISARANKAN,LOLOS
TES-AKD-2026-01547,ivansantos985@outlook.com,Ivan Santoso,MANAJEMEN PROYEK,30,DISARANKAN,LOLOS
TES-AKD-2026-01555,dianyoland729@gmail.com,Dian Yolanda,TEKNIK INFORMATIKA,21,DISARANKAN,LOLOS
TES-AKD-2026-01556,dimazhutap957@pln.co.id,Dimaz Hutapea,HUKUM,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01557,harjayahab189@pln.co.id,Harjaya Habibi,ADMINISTRASI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01562,narjianggr428@gmail.com,Narji Anggriawan,ADMINISTRASI BISNIS,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01573,taswirzulk633@gmail.com,Taswir Zulkarnain,TEKNIK BIOENERGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01574,rinapalast92@outlook.com,Rina Palastri,TEKNIK KIMIA,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01575,elmawahyun572@pln.co.id,Elma Wahyuni,MANAJEMEN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01576,rinirahmaw552@outlook.com,Rini Rahmawati,TEKNIK GEODESI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01578,wisnuprano881@yahoo.com,Wisnu Pranowo,MANAJEMEN ASET,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01588,putipermat566@pln.co.id,Puti Permata,MANAJEMEN,26,DISARANKAN,LOLOS
TES-AKD-2026-01595,prabumahes541@yahoo.com,Prabu Maheswara,TEKNIK MESIN,22,DISARANKAN,LOLOS
TES-AKD-2026-01597,windapudji104@outlook.com,Winda Pudjiastuti,TEKNIK MESIN,21,DISARANKAN,LOLOS
TES-AKD-2026-01598,yancekuswa715@outlook.com,Yance Kuswandari,SAFETY ENGINEERING,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01601,jefriprase511@pln.co.id,Jefri Prasetya,ADMINISTRASI BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-01603,marsitodam908@outlook.com,Marsito Damanik,KEUANGAN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01605,kasiransir184@gmail.com,Kasiran Sirait,DIGITAL MARKETING DAN ANALYTICS,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01606,radenhakim380@gmail.com,Raden Hakim,TEKNIK BIOENERGI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01608,pandusihot888@outlook.com,Pandu Sihotang,TEKNIK BIOENERGI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-01609,safinalaks892@yahoo.com,Safina Laksita,MANAJEMEN PROYEK,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01612,martanilat996@pln.co.id,Martani Latupono,HUKUM,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01619,haniuyaina130@pln.co.id,Hani Uyainah,PROGRAM STUDI LAINNYA NON TEKNIK,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01621,keziaandri829@outlook.com,Kezia Andriani,TEKNIK ELEKTRO,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01624,eluhtampub15@pln.co.id,Eluh Tampubolon,TEKNIK INFORMATIKA,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01629,marsitouta894@pln.co.id,Marsito Utama,MANAJEMEN PROYEK,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01639,prasetyowa266@gmail.com,Prasetyo Wacana,ENERGI BARU TERBARUKAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-01644,salimahkus367@outlook.com,Salimah Kuswandari,MATEMATIKA,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
